,owner_name
1390,PHN WEST SEATTLE LLC +IRONHORSE TO WEST SEATTLE LLC +ET AL
1391,TWENTY-FOUR SAC SELF-STORAGE LP
1392,LIFE YANCY 653 LLC
1393,HULING BROS PROP LLC
1394,H-P PROPERTIES/ALLSTAR LLC
1395,PCK-DLK LLC
1396,NORTHGATE INNS INC
1397,SEATTLE HOTEL INVESTMENT LLC
1398,NORTHWAY WEST LLC
1399,TLK PROPERTIES LLC
1400,THISTLEDOWN LLC  % JULIA L CALHOUN
1401,EBERHARTER/MERIDIAN LLC
1402,MGP X AURORA LLC
1403,TRB SEATTLE INC
1404,HOME DEPOT USA INC
1405,TALL COMPANY LLC
1406,MIRALY PATSM LLC
1407,ATHENAS OWL LLC
1408,BROWN THEODORE F
1409,OAKTREE PLAZA ASSOCIATES
1410,HR ACQUISITION I CORPORATION
1411,HR ACQUISITION 1 CORPORATION
1412,HR I ACQUISITION CORPORATION
1413,NW FEDERAL CREDIT UNION
1414,11010 GREENWOOD SEATTLE LLC
1415,SUMMER AURORA LLC
1416,BROADVIEW DEVELOPMENT ASSOC II
1417,MERIDIAN MANOR NORTH L L C
1418,AMFP V AMESBURY LLC
1419,GREENWOOD NORTH ADARTMENTS LLC +GREENWOOD NORTH APARTMENTS LLC
1420,ALKI PARK APTS 2012 LLC +4128 12TH AVE NE 2016 LLC
1421,NORTHPARK VILLAGE L.L.C
1422,BROADVIEW 125 LLC
1423,NELSON APARTMENTS LLC
1424,TIME WARPP III LLC
1425,RISE PROPERTIES WOODLAND POINTE LP
1426,YSG HOLDINGS CO LTD
1427,GREENWOOD ASSOC LLC
1428,GUSTAVEL JEREMY+CHRISTINE
1429,HASHIM JOHN C
1430,YSG HOLDINGS CO
1431,AKI 1 LLC
1432,LUTHERAN ALLIANCE TO CREATE HOUSING
1433,LEILANI AT 124 APARTMENTS LLC
1434,MFP INVESTMENTS LLC
1435,GREENWOOD WINCHESTER APARTMENTS LLC
1436,GREENWOOD VISTA LLC
1437,OLYMPIC VIEW APARTMENTS LLC
1438,COUCH INVESTMENTS II LLC
1439,TRISTAR PROPERTIES LLC
1440,RISE PROPERTIES ( CITYWALK)  LP
1441,MERIDIAN TERRACE APARTMENTS LLC
1442,CEDRUS PROPERTIES LLC
1443,YU JUDY
1444,MERIDIAN ASSOCIATES APARTMENTS L L C
1445,FFHS HOUSING PARTNERS LP
1446,LEILANI ON GREENWOOD APARTMENTS LLC
1447,COMPASS BROADVIEW LLC
1448,LINDEN SQUARE APARTMENTS LP
1449,BITTER LAKE VILLAGE ASSOCIATES
1450,10306 MERIDIAN AVENUE NORTH LLC
1451,YEH ROBERT
1452,NORTH SEATTLE AURORA PROPERTIES LLC
1453,EXTRA SPACE PROPERTIES SEVENTY ONE LLC
1454,GREENWOOD ASSOCIATES
1455,ANYU LLC (89.4%)+KREMER FAMILY REVOCABLE TRUST (10.6%)
1456,L & R LINDEN L L C
1457,RH SIXTH AVENUE PLAZA ASSOC LLC+RH NORTHGATE-STONE AVE ASSOC LLC
1458,NORTH SEATTLE PROPERTIES III LLC
1459,NELSEN LARRY A
1460,DAHLGREN FAMILY LLC #1
1461,STADIUM SILVER CLOUD INN LLC
1462,EVERGREEN TREATMENT SERVICES
1463,MUNICIPALITY OF METROPOLITAN S
1464,MONROE COMMERCIAL PROPERTIES LLC
1465,CANAL BOILER LP
1466,640 SPOKANE LLC
1467,PACIFIC INDUSTRIAL CENTER LP
1468,CGA II LLC
1469,2944 FIRST AVENUE SOUTH LP
1470,B&E INVESTMENTS LLC
1471,SC SEATTLE RE II LLC
1472,1ST AVENUE SOUTH SEATTLE OWNER LLC
1473,KEY MAC LLC
1474,LIBERTY RIDGE L L C
1475,URG OLYMPIC BUILDING LLC
1476,ROEBLING SEATTLE LLC
1477,CEDARSTRAND PROPERTIES LLC
1478,FIRST & UTAH PROPERTIES LLC
1479,INS HOLDINGS LLC
1480,FU QUAN LLC
1481,WSA PROPERTIES X11 LLC
1482,HUDSON STREET SPE LLC
1483,PORT OF SEATTLE
1484,HARBOR REAL ESTATE INVESTMENTS
1485,GEORGETOWN VENTURE LLC
1486,TLC PROPERTIES INC
1487,SPIRE 1550 4TH AVE LP
1488,2724 1ST AVENUE SOUTH LLC
1489,TERRENO OCCIDENTAL LLC
1490,SEATTLE LABOR TEMPLE ASSOCIATION INC
1491,CEDERSTRAND RENTALS LLC
1492,CLOSE FRANK A+TERRI ANN
1493,MSI 1943 1ST AVE LLC
1494,66 SOUTH HANFORD STREET LIMITED PARTNERSHIP
1495,TRIGGER BUILDING LLC
1496,JPPF HPC L P
1497,HUDSON STREET LTD PARTNERSHIP
1498,SODO PARTNERS LLC
1499,SEATTLE PACIFIC BUSINESS PARK LLC
1500,WESTERN CASTING LLC
1501,PROLOGIS-EXCHANGE 646 SOUTH HOLGATE STREET LLC
1502,FOURTH AVE HOLDINGS
1503,TERRENO 4930 3RD AVENUE SOUTH LLC
1504,BOSTON HARBOR LLC
1505,SIC PROJECT OWNER LLC
1506,CREF3 2326 AIRPORT WAY OWNER LLC
1507,ARE SEATTLE NO 37 HOLDING LLC
1508,JUKEBOX CITY BUILDING LLC
1509,FOUNDRY LLC
1510,PORT SEATTLE
1511,NEWSOM PROPERTIES L L C
1512,SIC RP LLC
1513,SODO HOLGATE CENTER LLC
1514,1741 1ST SODO LLC
1515,GULL INDUSTRIES INC
1516,MASSACHUSETTS L L C
1517,NICOLA SOUTH HANFORD LP
1518,DANIEL SMITH INC
1519,MUNICIPAL OF METROPOL SEATTLE
1520,NESOR INVESTMENT CO
1521,JMDH REAL ESTATE OF SEATTLE LLC
1522,TRIPLE B VENTURES LLC
1523,BEL TEMPO LLC
1524,1000 1ST AVENUE SOUTH LIMITED PARTNERSHIP
1525,1016 1ST AVE SOUTH LP
1526,PREDATION LLC
1527,SWIND 2424 8TH AVENUE POINT LLC
1528,PACIFIC MILLENNIAL REALTY LLC
1529,27OO 4TH AVE SOUTH L P
1530,FM 1703 6TH AVE SOUTH LLC
1531,AMB US LOGISTICS FUND LP
1532,JABOW INC +KRISTU LLC
1533,RS KOHLS PROPERTIES LLC
1534,ALASKAN COPPER COMPANIES INC
1535,DCT INDUSTRIAL VALUE FUND I
1536,SOUTH FOREST LLC
1537,PAUL LAUZIER SCHOLARSHIP FOUNDATION+PAUL LAUZIER CHARITABLE FOUNDATION
1538,KACZMAREK WILLIAM J+VIRGINIA A
1539,LUCURELL DREW D
1540,BASCOM MANDARIN SEATTLE LLC
1541,LITHIA REAL ESTATE INC
1542,SC SEATTLE RE LLC
1543,HGA INVESTMENTS LLC
1544,WES 2233 LLC
1545,CEK HOLDINGS II L L C
1546,VIC AND JACK LLC
1547,BNR CORPORATION
1548,STAN & SHIRLEY HANDALY L L C
1549,FNR 4XXX LLC
1550,COSTCO WHOLESALE CORPORATION
1551,OB SODO PROPERTIES V LLC
1552,TERRENO 1ST AVENUE SOUTH LLC
1553,G S BUILDING SUPPLY INC
1554,TERRENO 4225 2ND AVENUE SOUTH LLC
1555,BIESOLD 4100 LLC
1556,WSA PROPERTIES LLC
1557,HILL INVESTMENT COMPANY
1558,6TH & HOLGATE BUILDING LLC
1559,TUALATIN-LAKE OSWEGO LLC
1560,NICOLA URBANWORKS LP
1561,SEADRUNAR PROPERTIES
1562,PALACE INVESTMENT CO
1563,PURPLE CHEETAH LLC
1564,WAREHOUSE INNOVATIONS LLC
1565,2440 FIRST AVENUE SOUTH II LP
1566,EXCHANGE 54 S DAWSON LLC
1567,B & B PARTNERS II LLC
1568,AVALON ARTISTS LLC
1569,2100 AIRPORT WAY L L C
1570,HENSON FAMILY LIMITED LIABILITY COMPANY
1571,FM 2323 AIRPORT WAY SOUTH LLC
1572,TERRENO 6TH AVE LLC
1573,2724 6TH AVENUE SOUTH LP
1574,CECCHINELLI STEVEN J
1575,GILLESPIE ROBERT L+ANCICH PATRICIA A
1576,TA REALTY VALUE-ADD FUND XIII REIT LLC
1577,BOTTLEWORKS III LLC
1578,LEAVITT-WOLFF NORTHWEST PROP LLC
1579,HUTCHINSON CAROL S
1580,CREF3 3RD AVE OWNER LLC
1581,FM 151 SOUTH LANDER LLC
1582,A2A LLC
1583,R & S INVESTMENTS LLC
1584,WSA PROPERTIES II LLC
1585,QG SEATTLE LLC
1586,1701 FIRST AVENUE SOUTH LLC
1587,UV-2225 1ST AVE SOUTH LLC
1588,4800 DENVER LLC
1589,PEDERSEN ESTATES INC
1590,4400 BUILDING LLC
1591,MERLINO HOLDINGS II L L C
1592,DAKOTA ASSOCIATES LLC
1593,EAST MARGINAL INDUSTRIAL LLC
1594,WSA PROPERTIES XI LLC
1595,SEATTLE ARTS PROJECT LLC
1596,CREF3 LANDER OWNER LLC
1597,ELEVATE PROPCO XII LLC
1598,ACES FOUR LLC
1599,WSA PROPERTIES VI LLC
1600,2520 AIRPORT WAY S LLC
1601,SOUTH TACOMA WAY L L C
1602,R C PATRNERSHIP
1603,FAUNTLEROY COMMUNITY SERVICE AGENCY
1604,CRE 5600 PARTNERS LLC +CRE ELISE LLC
1605,BRATVOLD AB LIVING TRUST
1606,VSTONE 36 LLC +5451 CALIFORNIA LLC
1607,ATALANTA 5631 CALIFORNIA AVE LLC
1608,COHANIM 6040 CALI LLC
1609,BRIDGES ANNEX LLC
1610,ORE 6525 CALIFORNIA LLC
1611,EECKHOUDT JAMES M
1612,BIG RIG LLC
1613,6312 CALIFORNIA AVENUE LLC
1614,FITZ L L C
1615,HALCYON APARTMENTS LLC
1616,WEST SEATTLE APARTMENTS & HOMES LLC
1617,BLAKE ASSOCIATES LLC
1618,JORVE INVESTMENTS LLC
1619,MADISONIAN MANAGER LLC
1620,EL CNETRO DE LA RAZA
1621,2100 BUILDING LLC
1622,1130 RAINIER PROPERTIES LLC
1623,22ND AVE S LLC
1624,WELLSPRING FAMILY SERVICES
1625,IFO & ASSOCIATES LLC
1626,C J & J PACIFIC L L C
1627,HAMLIN ROBINSON SCHOOL
1628,RAINIER ELECTRONIS LLC
1629,JACKSON INVESTORS NORTH LLC
1630,WCC REALTY LLC
1631,ACRS COMMUNITY SERVICE CENTER L L C
1632,MYCON STEVEN C+DEBORAH J
1633,CENTRAL DISTRICT CPDA
1634,U S WEST COMMUNICATIONS INC
1635,2001 PLUM LLC
1636,WESTVIEW ON BEACON HILL LLP
1637,CENTURY HOUSE ASSOCIATES LLC
1638,CAPITOL HILL HOUSING IMPROVEME
1639,PSJ LLC
1640,CHE'S CONDOMINIUM LLC
1641,WU NADINE+FAN BESSIE
1642,ARTSPACE HIAWATHA LIMITED PARTNERSHP
1643,TC LAKEFRONT LLC+CG LAKEFRONT LLC+JSP LAKEFRONE I LLC+JSP LAKEFRONT II LLC
1644,LESCHI HEIGHTS LLC
1645,T+C SEATTLE
1646,MT BAKER VILLAGE LLLP
1647,PATHFINDER SEATTLE HOLDINGS LLC
1648,DAY 31 LLC
1649,JEFFERSON PARK LLC
1650,NHCDI/LIHI SQUIRE PARK PLAZA LLC
1651,PRATT PARK OWNER LLC
1652,RAINIER COURT ASSOCIATES 2002-1
1653,SOUTHEAST EFFECTIVE DEVELOPMENT
1654,MCCLELLAN APRARTMENTS LLC
1655,DESC ESTEELE SUPPORTIVE HOUSING LP
1656,USPF LANE LP
1657,HOLGATE 12 LLC
1658,BELL FUND VII JACKSON STREET LLC
1659,SEA SELF STORE L L C
1660,CSIFV-COLUMBIA CITY LLC
1661,TONG FAMILY PARTNERSHIP
1662,VALLEY CITIES COUNSELING & CONSULTATION
1663,RAINIER PLAZA #2 LLC
1664,METROPOLE HILLTOP LLC
1665,BAYVIEW WALKER LLC
1666,TERRA PROPERTIES WALDEN LLP
1667,MB WAREHOUSE L L C
1668,DEAN QOZBP LLC
1669,WESTSIDE SCHOOL
1670,PUGET SOUND EDUCATIONAL SERVICES DISTRICT
1671,3515 SW OCEAN VIEW DRIVE L L C
1672,ABC PACIFIC CORPORATION $T
1673,CARKEED PARK PLACE L L C
1674,FRMC LLC
1675,LAKESHORE DEVELOPMENT ASSOC L P
1676,SEATTLE PORT OF
1677,SALMON BAY INVESTMENT GROUP LLC
1678,COMMODORE WAY LLC
1679,KWMCT REAL ESTATE LLC
1680,J&M WHARF LLC
1681,FISHERMANS COMMERCIAL L L C
1682,4019 21ST AVE W INCORPORATED
1683,QWEST CORPORATION+CENTURYLINK QC
1684,U S WEST COMMUNICATIONS
1685,CENTURY TWENTY ONE PROMOTIONS
1686,KDLODI LLC
1687,BAYWATCH AT MAGNOLIA L L C
1688,TEMPO APARTMENTS LLC
1689,70/47 LLC
1690,WWJB LLC
1691,STOL SAIDA
1692,LIONS BAY PROPERTIES LLC
1693,MANOR PLACE LLC
1694,MAGNOLIA VISTA-MANOR LLC
1695,MAGNOLIA CRESTVIEW LLC
1696,MAGNOLIA APT INVESTMENTS LLC
1697,CASA LADARO LLC
1698,OVERLOOK MAGNOLIA APARTMENTS LLC
1699,PRM PROPERTY MANAGEMENT LLC
1700,MAXWELL JAMES
1701,2240 WEST COMMODORE LLC
1702,COMMODORE II LLC
1703,FNA INVESTMENTS LLC
1704,JK COMMERCIAL PROPERTIES LLC
