,OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,geometry,Owner,TaxParcelOwner,UBINumber,Principals,CompanyAddress,BusinessName,Agent
792,19906,2020,TWENTY NINE HUNDRED ON FIRST,Multifamily MR (5-9),0695000245,2900 1ST AVE,SEATTLE,WA,98121.0,47.61723,-122.35248,DOWNTOWN,7.0,1989,5,1,188715,129092,59623,96.0,30.6,30.1,3947575.0,3891941.0,85.5,84.3,Multifamily MR (5-9),Multifamily Housing,111118.0,Parking,59623.0,Restaurant,17974.0,1137481,0,109,Compliant,No Issue,3881085.0,10856.0,21.2,0.2,POINT (-122.35248 47.61723),Pacific Urban Investors,2900 ON FIRST APARTMENTS LLC,604 936 688,['PACIFIC MULTIFAMILY INVESTORS LLC'],"777 CALIFORNIA AVE STE 100, PALO ALTO, CA, 94304-1199, UNITED STATES",2900 ON FIRST APARTMENTS LLC,C T CORPORATION SYSTEM
793,19909,2020,Arrivé | Sound Hotel,Multifamily HR (10+),0696000015,2116 4TH AVE,SEATTLE,WA,98121.0,47.6144,-122.34171,DOWNTOWN,7.0,2018,40,1,523377,442703,80674,97.0,35.6,35.0,15754581.0,15493088.0,75.7,75.1,Multifamily HR (10+),Multifamily Housing,334493.0,Hotel,108210.0,Parking,80674.0,2843705,0,57904,Compliant,No Issue,9702721.0,5790367.0,359.1,0.8,POINT (-122.34171 47.6144),,SEATTLE TOWER I LLC,,,,,
794,19910,2020,KING CO PUBLIC HEALTH,NonResidential,0696000025,2124 4TH AVE,SEATTLE,WA,98121.0,47.6146,-122.34217,DOWNTOWN,7.0,1952,4,1,26670,26670,0,49.0,59.0,57.7,1503633.0,1470117.0,165.1,161.4,Medical Office,Medical Office,25497.0,,,,,430867,0,0,Not Compliant,Default Data,1470117.0,0.0,7.8,0.3,POINT (-122.34217 47.6146),,KING COUNTY,,,,,
795,19911,2020,LEE COURT,Multifamily MR (5-9),0696000035,2133 5TH AVE,SEATTLE,WA,98121.0,47.61496,-122.34188,DOWNTOWN,7.0,1991,6,1,41834,31054,10780,96.0,31.4,31.0,975294.0,962175.0,87.9,86.8,Multifamily MR (5-9),Multifamily Housing,29948.0,Parking,10780.0,Office,1106.0,281997,0,0,Compliant,No Issue,962175.0,0.0,5.1,0.2,POINT (-122.34188 47.61496),,FIFTH AND BLANCHARD ASSOCIATES LLC,,,,,
796,19913,2020,CHARLESGATE APTS,Multifamily LR (1-4),0696000095,2230 4TH AVE,SEATTLE,WA,98121.0,47.61536,-122.34348,DOWNTOWN,7.0,1922,3,1,34060,34060,0,99.0,42.8,40.7,1459367.0,1386115.0,64.0,61.8,Multifamily LR (1-4),Multifamily Housing,34060.0,,,,,108664,0,10154,Compliant,No Issue,370762.0,1015353.0,55.9,1.6,POINT (-122.34348 47.61536),,CHARLESGATE L L C,,,,,
797,19915,2020,WINDHAM APTS,Multifamily MR (5-9),0696000135,420 BLANCHARD ST,SEATTLE,WA,98121.0,47.61513,-122.34223,DOWNTOWN,7.0,1925,7,1,37300,37300,0,65.0,52.2,50.4,1948033.0,1880362.0,117.3,112.7,Multifamily MR (5-9),Multifamily Housing,37300.0,,,,,373153,0,6072,Compliant,No Issue,1273197.0,607165.0,39.0,1.0,POINT (-122.34223 47.61513),,FLT WINDHAM LLC,,,,,
798,19917,2020,FIRE STATION 02,Nonresidential COS,0696000160,2334 4TH AVE,SEATTLE,WA,98121.0,47.61607,-122.34449,DOWNTOWN,7.0,1922,2,1,37740,37740,0,,75.1,72.8,2925190.0,2833428.0,145.4,142.9,Fire Station,Fire Station,38939.0,,,,,433823,0,13532,Compliant,No Issue,1480204.0,1353224.0,79.7,2.1,POINT (-122.34449 47.61607),,STATE OF WASHINGTON,,,,,
799,19918,2020,FOUNTAIN COURT,Multifamily MR (5-9),0696000250,2400 4TH AVE,SEATTLE,WA,98121.0,47.6165,-122.34512,DOWNTOWN,7.0,1998,6,1,328947,254309,74638,95.0,25.4,24.9,7048206.0,6930642.0,70.0,68.9,Multifamily MR (5-9),Multifamily Housing,277950.0,,,,,1987693,0,1486,Compliant,No Issue,6782009.0,148633.0,44.0,0.2,POINT (-122.34512 47.6165),,ESSEX PORTFOLIO LP,,,,,
800,19919,2020,SIDNEY APARTMENTS,Multifamily MR (5-9),0696000260,400 WALL ST,SEATTLE,WA,98121.0,47.61706,-122.34624,DOWNTOWN,7.0,2000,6,1,160141,119764,40377,97.0,26.9,26.7,3218303.0,3191992.0,75.2,74.6,Multifamily MR (5-9),Multifamily Housing,113000.0,Parking,40377.0,Retail Store,6764.0,935519,0,0,Not Compliant,Account Requires Verification,3191991.0,0.0,17.0,0.1,POINT (-122.34624 47.61706),,SOMERSET GREEN TOWNHOUSES ASSOCIATES L L C,,,,,
801,19920,2020,DEVONSHIRE APTS,Multifamily LR (1-4),0696000290,420 WALL ST,SEATTLE,WA,98121.0,47.61724,-122.34594,DOWNTOWN,7.0,1925,3,1,44736,40636,4100,92.0,46.5,44.7,1889858.0,1815374.0,75.6,73.7,Multifamily LR (1-4),Multifamily Housing,40636.0,Parking,4504.0,,,182225,0,11936,Compliant,No Issue,621751.0,1193623.0,66.7,1.6,POINT (-122.34594 47.61724),,1301 SECOND AVENUE LLC,,,,,
802,19921,2020,STONECLIFF APTS,Multifamily LR (1-4),0696000300,2602 4TH AVE,SEATTLE,WA,98121.0,47.61768,-122.34695,DOWNTOWN,7.0,1923,3,1,22400,22400,0,72.0,33.1,32.0,740422.0,716046.0,92.6,89.5,Multifamily LR (1-4),Multifamily Housing,22400.0,,,,,209861,0,0,Compliant,No Issue,716046.0,0.0,3.8,0.2,POINT (-122.34695 47.61768),,STONECLIFF ASSOCIATES LLC,,,,,
803,19922,2020,BAYVIEW TOWER,Multifamily HR (10+),0696000305,2614 4TH AVE,SEATTLE,WA,98121.0,47.61768,-122.34716,DOWNTOWN,7.0,1979,13,1,70200,70200,0,24.0,51.3,49.9,3602270.0,3503982.0,143.7,139.8,Multifamily HR (10+),Multifamily Housing,70200.0,,,,,1026958,0,0,Compliant,No Issue,3503981.0,0.0,18.6,0.3,POINT (-122.34716 47.61768),,UNDEFINED,,,,,
804,19923,2020,EDWARDS ON FIFTH,Multifamily MR (5-9),0696000325,2619 5TH AVE,SEATTLE,WA,98121.0,47.61809,-122.34697,DOWNTOWN,7.0,1929,6,1,21840,21840,0,67.0,47.9,46.6,1045840.0,1016863.0,107.5,103.8,Multifamily MR (5-9),Multifamily Housing,21840.0,Parking,1280.0,,,200846,0,3316,Compliant,No Issue,685285.0,331578.0,21.3,1.0,POINT (-122.34697 47.61809),,EDWARDS ON 5TH AVE LTD PARTNERSHIP,,,,,
805,19924,2020,THE DAVENPORT,Multifamily LR (1-4),0696000335,420 VINE ST,SEATTLE,WA,98121.0,47.61789,-122.34658,DOWNTOWN,7.0,1925,3,1,33880,27993,5887,90.0,65.8,62.2,1694132.0,1600247.0,93.6,89.8,Multifamily LR (1-4),Multifamily Housing,25734.0,Parking,5887.0,,,105647,0,12398,Compliant,No Issue,360467.0,1239780.0,67.8,2.4,POINT (-122.34658 47.61789),Sam and Susie Naficy,CX3 DAVENPORT LLC,604 263 023,['SAM NAFICY' 'SUSIE NAFICY' 'SUSIE NAFICY'],"1620 BROADWAY ST, SEATTLE, WA, 98122, UNITED STATES",CX3 DAVENPORT LLC,CX3 DAVENPORT LLC
806,19925,2020,SKYE AT BELLTOWN,Multifamily HR (10+),0697000025,500 WALL ST,SEATTLE,WA,98121.0,47.61779,-122.34524,DOWNTOWN,7.0,1949,18,1,393841,326619,67222,70.0,60.3,57.9,19686318.0,18924420.0,100.1,97.5,Multifamily HR (10+),Multifamily Housing,302922.0,Retail Store,23697.0,Parking,0.0,2004191,0,120861,Compliant,No Issue,6838300.0,12086119.0,678.3,2.1,POINT (-122.34524 47.61779),,STATE OF WASHINGTON,,,,,
807,19926,2020,7TH & BELL,NonResidential,0697000400,2300 7TH AVE,SEATTLE,WA,98121.0,47.61768,-122.34139,DOWNTOWN,7.0,1965,1,1,23752,23752,0,,55.1,52.4,1307581.0,1243493.0,101.4,98.6,Office,Office,14317.0,Retail Store,9435.0,Parking,0.0,173400,0,6519,Compliant,No Issue,591641.0,651852.0,37.8,1.6,POINT (-122.34139 47.61768),,BRE BMR 8TH LLC,,,,,
808,19927,2020,THE LOYAL INN,NonResidential,0697000435,2301 8TH AVE,SEATTLE,WA,98121.0,47.61822,-122.34132,DOWNTOWN,7.0,1967,4,1,44416,44416,0,95.0,32.2,32.2,1428800.0,1428800.0,72.2,72.2,Hotel,Hotel,44416.0,,,,,286123,0,4525,Compliant,No Issue,976251.0,452549.0,29.2,0.7,POINT (-122.34132 47.61822),,BRE BMR 8TH LLC,,,,,
809,19930,2020,SENIOR SERVICES,Multifamily MR (5-9),0698800000,2208 2ND AVE,SEATTLE,WA,98121.0,47.61361,-122.34461,DOWNTOWN,7.0,2002,8,1,34080,34080,0,,36.1,36.0,1501665.0,1496676.0,85.9,85.8,Multifamily MR (5-9),Multifamily Housing,23580.0,Other,18000.0,,,334446,0,3555,Compliant,No Issue,1141130.0,355546.0,24.9,0.7,POINT (-122.34461 47.61361),,UNDEFINED,,,,,
810,19931,2020,BELLTOWN COURT CONDOMINIUM,Multifamily MR (5-9),0699000000,2400 1ST AVE,SEATTLE,WA,98121.0,47.61468,-122.34794,DOWNTOWN,7.0,1994,8,1,224732,224732,0,96.0,38.0,37.5,7563176.0,7458356.0,89.8,89.1,Multifamily MR (5-9),Multifamily Housing,184567.0,Parking,85750.0,Other,14222.0,1654029,0,18148,Not Compliant,Account Requires Verification,5643547.0,1814808.0,126.4,0.6,POINT (-122.34794 47.61468),,UNDEFINED,,,,,
811,19932,2020,BELLTOWN LOFTS CONDOMINIUM,Multifamily MR (5-9),0699800000,66 BELL ST,SEATTLE,WA,98121.0,47.61263,-122.34779,DOWNTOWN,7.0,1914,6,1,62607,62607,0,,28.0,27.3,1777766.0,1731876.0,78.3,76.3,Multifamily MR (5-9),Multifamily Housing,53799.0,Office,9750.0,,,507584,0,0,Compliant,No Issue,1731876.0,0.0,9.2,0.1,POINT (-122.34779 47.61263),,UNDEFINED,,,,,
846,20067,2020,FARE START,NonResidential,0659000710,2004 WESTLAKE AVE,SEATTLE,WA,98121.0,47.61521,-122.33747,DOWNTOWN,7.0,1923,3,1,33600,33600,0,,99.9,99.0,3357596.0,3327128.0,246.1,243.5,Restaurant,Restaurant,19200.0,Office,14400.0,,,785229,0,6479,Compliant,No Issue,2679203.0,647925.0,48.7,1.4,POINT (-122.33747 47.61521),Urban Renaissance Group,TOUCHSTONE WEST 8TH BUILDING LLC,602 656 991,['JAMES D OHANLON' 'TOUCHSTONE WEST 8TH LLC'],"7 GIRALDA FARMS, 3RD FLOOR, MADISON, NJ, 07940, UNITED STATES",TOUCHSTONE WEST 8TH BUILDING LLC,C T CORPORATION SYSTEM
847,20068,2020,ST MARTIN'S ON WEST LAKE HOUSING,Multifamily LR (1-4),0659000715,2008 WESTLAKE AVE,SEATTLE,WA,98121.0,47.61553,-122.33769,DOWNTOWN,7.0,1907,3,1,39201,39201,0,,95.9,94.7,2286250.0,2259146.0,205.8,204.7,Multifamily LR (1-4),Multifamily Housing,22050.0,Retail Store,1800.0,,,420186,0,8255,Compliant,No Issue,1433676.0,825471.0,51.5,1.3,POINT (-122.33769 47.61553),Catholic Archdiocese of Seattle,CATHOLIC ARCHDIOCESE OF SEATTLE,604 792 837,"['JOE SCHICK' 'JOE SCHICK' 'JOSEPH SCHICK' 'MARY SANTI'
 'REV. ANTHONY BAWYN' 'REV. ANTHONY BAWYN' 'REV. EUSEBIO ELIZONDO'
 'SCOTT BURNS' 'VICTOR MITRE']","710 9TH AVE, SEATTLE, WA, 98104-2017, UNITED STATES",CATHOLIC COMMUNITY FOUNDATION OF THE ARCHDIOCESE OF SEATTLE,
848,20069,2020,LARNED APTS,Multifamily LR (1-4),0659000740,2030 7TH AVE,SEATTLE,WA,98121.0,47.61586,-122.33845,DOWNTOWN,7.0,1909,3,1,23568,23568,0,81.0,42.3,41.6,996802.0,979408.0,91.5,89.9,Multifamily LR (1-4),Multifamily Housing,18222.0,Retail Store,5346.0,,,182726,0,3559,Compliant,No Issue,623461.0,355947.0,22.2,0.9,POINT (-122.33845 47.61586),,SLT REALTY LTD PARTNERSHIP,,,,,
849,20071,2020,THE VIRGINIAN APTS,Multifamily LR (1-4),0659000965,2014 4TH AVE,SEATTLE,WA,98121.0,47.61369,-122.34022,DOWNTOWN,7.0,1917,3,1,21130,21130,0,93.0,65.0,61.5,1374262.0,1300434.0,79.2,75.5,Multifamily LR (1-4),Multifamily Housing,21130.0,,,,,38520,0,11690,Compliant,No Issue,131432.0,1169002.0,62.8,3.0,POINT (-122.34022 47.61369),Westlake Associates,ALWAYS COMPETE LLC,603 494 119,['COLLIN HAGSTROM'],"1200 WESTLAKE AVE N, SUITE 310, SEATTLE, WA, 98109-3528, UNITED STATES",ALWAYS COMPETE LLC,JAMES VARNELL
850,20072,2020,SHERIDAN APTS,Multifamily MR (5-9),0659001015,2011 5TH AVE,SEATTLE,WA,98121.0,47.61374,-122.33983,DOWNTOWN,7.0,1914,6,1,36880,36880,0,69.0,73.7,73.5,2718756.0,2711799.0,108.7,108.2,Multifamily MR (5-9),Multifamily Housing,36880.0,,,,,138651,2056573,1822,Compliant,No Issue,473076.0,182150.0,182.9,5.0,POINT (-122.33983 47.61374),,CHAINQUI DEVELOPMENT VIRGINIA LLC,,,,,
851,20073,2020,GRIFFIN BUILDING,NonResidential,0659001020,2005 5TH AVE,SEATTLE,WA,98121.0,47.61362,-122.33959,DOWNTOWN,7.0,1927,4,1,32356,32356,0,80.0,20.4,20.4,660617.0,660617.0,57.2,57.2,Office,Office,32356.0,,,,,193616,0,0,Compliant,No Issue,660617.0,0.0,3.5,0.1,POINT (-122.33959 47.61362),,CHAINQUI DEVELOPMENT VIRGINIA LLC,,,,,
852,20082,2020,LA QUINTA INN & SUITES,NonResidential,0660000435,2224 8TH AVE,SEATTLE,WA,98121.0,47.61798,-122.33974,DOWNTOWN,7.0,1960,7,1,61180,48220,12960,84.0,44.8,44.3,2158307.0,2135462.0,101.4,100.0,Hotel,Hotel,48220.0,Parking,12960.0,,,432446,0,6600,Compliant,No Issue,1475505.0,659957.0,42.9,0.9,POINT (-122.33974 47.61798),,CLISE PROPERTIES INC,,,,,
853,20087,2020,800 Stewart,NonResidential,0660000625,800 STEWART ST,SEATTLE,WA,98101.0,47.61524,-122.33519,DOWNTOWN,7.0,1978,5,1,43506,32256,11250,55.0,105.4,104.1,3432468.0,3389630.0,194.8,195.4,Office,Office,32569.0,Parking,0.0,,,469603,0,17873,Compliant,No Issue,1602285.0,1787345.0,103.4,3.2,POINT (-122.33519 47.61524),PerDay LLC,800 STEWART LLC,603 258 757,['* LPSL CORPORATE SERVICES INC' 'SHAWN BODAY'],"800 STEWART ST, SEATTLE, WA, 98101-1306, UNITED STATES","800 STEWART, LLC",LPSL CORPORATE SERVICES INC
854,20093,2020,THE OLIVIAN,Multifamily HR (10+),0660000835,809 OLIVE WAY,SEATTLE,WA,98101.0,47.61397,-122.33351,DOWNTOWN,7.0,2008,27,1,501239,340214,161025,30.0,51.0,50.4,15366282.0,15173667.0,117.4,115.7,Multifamily HR (10+),Multifamily Housing,301239.0,,,,,3166700,0,43689,Compliant,No Issue,10804780.0,4368885.0,289.5,0.9,POINT (-122.33351 47.61397),Metlife Investment Management,MMP OLIVIAN OWNER LLC,604 555 999,"['MMP OLIVIAN REIT, LLC']","1 METLIFE WAY, WHIPPANY, NJ, 07981-1449, UNITED STATES","MMP OLIVIAN OWNER, LLC",C T CORPORATION SYSTEM
855,20094,2020,TOWER 801,Multifamily HR (10+),0660000900,801 PINE ST,SEATTLE,WA,98101.0,47.61297,-122.33263,DOWNTOWN,7.0,1970,23,1,179745,140241,39504,16.0,67.6,65.5,8212762.0,7950558.0,164.6,158.5,Multifamily HR (10+),Multifamily Housing,121455.0,Parking,15360.0,Swimming Pool,0.0,1826698,0,17179,Compliant,No Issue,6232694.0,1717865.0,124.4,0.9,POINT (-122.33263 47.61297),,TOWER 801 LLC +PACIFIC MULTIFAMILY INVESTORS LLC,,,,,
862,20133,2020,BUSH HOTEL 2 CONDOMINIUM,Multifamily MR (5-9),1275150000,409 MAYNARD AVE S,SEATTLE,WA,98104.0,47.59886,-122.32544,DOWNTOWN,2.0,1915,6,1,75187,75187,0,,86.0,83.7,7284788.0,7095648.0,132.8,130.2,Multifamily MR (5-9),Multifamily Housing,47814.0,Office,22372.0,Restaurant,6479.0,599752,0,50493,Compliant,No Issue,2046353.0,5049295.0,279.1,3.7,POINT (-122.32544 47.59886),,RISER GYNE+RISER FAMILY TRUST,,,,,
870,20162,2020,GETHSEMANE APARTMENTS,Multifamily MR (5-9),2748000000,901 STEWART ST,SEATTLE,WA,98101.0,47.61562,-122.3339,DOWNTOWN,7.0,2012,7,1,67403,67403,0,28.0,72.0,70.0,4850794.0,4721414.0,123.3,121.3,Multifamily MR (5-9),Multifamily Housing,36729.0,Office,17889.0,Worship Facility,12785.0,538633,0,28836,Compliant,No Issue,1837815.0,2883599.0,162.9,2.4,POINT (-122.3339 47.61562),,UNDEFINED,,,,,
871,20163,2020,ASPIRA - APARTMENTS,Multifamily HR (10+),0660001170,1823 TERRY AVE,SEATTLE,WA,98101.0,47.61589,-122.33342,DOWNTOWN,7.0,2008,37,1,517164,371539,145625,89.0,32.6,32.6,12791350.0,12791350.0,74.4,74.4,Multifamily HR (10+),Multifamily Housing,385571.0,Parking,108300.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",4434.0,2635990,0,37974,Compliant,No Issue,8993998.0,3797352.0,249.5,0.7,POINT (-122.33342 47.61589),TIAA CREF,T-C ASPIRA LLC,603 251 720,['NUVEEN ALTERNATIVES ADVISORS LLC'],"730 3RD AVE, MS: 730/12/02, NEW YORK, NY, 10017, UNITED STATES",T-C ASPIRA LLC,CORPORATION SERVICE COMPANY
872,20164,2020,JULIE APARTMENTS,Multifamily MR (5-9),0660001235,1922 9TH AVE,SEATTLE,WA,98101.0,47.61631,-122.33518,DOWNTOWN,7.0,1929,5,1,30180,30180,0,,47.2,45.9,1794367.0,1745247.0,89.7,88.4,Multifamily MR (5-9),Multifamily Housing,36050.0,Other,1500.0,Office,450.0,255441,0,8737,Compliant,No Issue,871565.0,873682.0,51.0,1.7,POINT (-122.33518 47.61631),,1301 SECOND AVENUE LLC,,,,,
873,20166,2020,CORNISH (BEEBE),NonResidential,0660001305,2014 9TH AVE,SEATTLE,WA,98121.0,47.61679,-122.33619,DOWNTOWN,7.0,1910,3,1,28800,28800,0,,20.6,19.8,592957.0,570092.0,54.2,52.3,College/University,College/University,28800.0,,,,,152017,0,514,Compliant,No Issue,518682.0,51410.0,5.5,0.2,POINT (-122.33619 47.61679),May and Wah Lui,900 VIRGINIA STREET LLC,602 772 541,['MAY LUI' 'WAH LUI'],"2015 TERRY AVE APT 309, SEATTLE, WA, 98121-2745, UNITED STATES",900 VIRGINIA STREET LLC,
874,20167,2020,SOCIAL SECURITY ADMINISTRATION,NonResidential,0660001310,2030 9TH AVE,SEATTLE,WA,98121.0,47.61718,-122.33654,DOWNTOWN,7.0,1957,2,1,21600,21600,0,36.0,56.3,53.6,1217058.0,1156997.0,93.0,90.1,K-12 School,K-12 School,21600.0,,,,,122363,0,7395,Compliant,No Issue,417504.0,739493.0,41.5,1.9,POINT (-122.33654 47.61718),,CREIGHTON JANET M+JULIE A+ET AL,,,,,
875,20168,2020,SPRUCE STREET SCHOOL,NonResidential,0660001365,914 VIRGINIA ST,SEATTLE,WA,98101.0,47.61687,-122.33533,DOWNTOWN,7.0,1995,3,1,22860,22860,0,15.0,45.4,44.5,1037770.0,1017688.0,127.1,124.7,K-12 School,K-12 School,22860.0,,,,,298267,0,0,Compliant,No Issue,1017687.0,0.0,5.4,0.2,POINT (-122.33533 47.61687),,YUEN LUI STUDIO INC,,,,,
942,20372,2020,HOTEL ANDRA,NonResidential,1604500000,2000 4TH AVE,SEATTLE,WA,98121.0,47.61337,-122.33995,DOWNTOWN,7.0,1925,9,1,104000,104000,0,100.0,28.0,27.5,3130706.0,3074738.0,60.3,59.7,Hotel,Hotel,111987.0,Parking,6300.0,Other - Restaurant/Bar,3000.0,553774,988722,1965,Compliant,No Issue,1889476.0,196540.0,102.6,1.0,POINT (-122.33995 47.61337),,UNDEFINED,,,,,
952,20395,2020,HOLYOKE BUILDING,NonResidential,0939000515,1018 1ST AVE,SEATTLE,WA,98104.0,47.60542,-122.3364,DOWNTOWN,7.0,1900,5,1,39960,39960,0,85.0,39.6,38.3,1582980.0,1529696.0,80.3,78.9,Office,Office,37120.0,Other,2840.0,,,258971,0,6461,Compliant,No Issue,883608.0,646088.0,39.0,1.0,POINT (-122.3364 47.60542),,NET SEATTLE LLC,,,,,
953,20396,2020,MEAVES BUILDING,NonResidential,0939000530,1012 1ST AVE,SEATTLE,WA,98104.0,47.60528,-122.33627,DOWNTOWN,7.0,1900,5,1,33300,33300,0,82.0,30.3,29.7,952688.0,933829.0,74.7,73.6,Office,Office,31470.0,,,,,223684,0,1706,Compliant,No Issue,763211.0,170618.0,13.1,0.4,POINT (-122.33627 47.60528),TA Realty,KAR STANDARD LLC,604 145 518,['KAONOULU RANCH LLLP'],"1 FEDERAL ST FL 17, BOSTON, MA, 02110-2003, UNITED STATES",KAR STANDARD LLC,CORPORATION SERVICE COMPANY
954,20397,2020,HOTEL SEATTLE,NonResidential,0942000120,315 SENECA ST,SEATTLE,WA,98101.0,47.60721,-122.33451,DOWNTOWN,7.0,1926,11,1,36240,36240,0,100.0,41.9,40.3,1519097.0,1460019.0,58.2,56.2,Hotel,Hotel,36240.0,,,,,66415,698924,5345,Compliant,No Issue,226608.0,534487.0,87.6,2.4,POINT (-122.33451 47.60721),,WIN FOREVER LLC +BUTCH T COUGAR LLC +ET AL,,,,,
955,20398,2020,WOMENS UNIVERSITY CLUB,NonResidential,0942000255,1105 6TH AVE,SEATTLE,WA,98101.0,47.60781,-122.33186,DOWNTOWN,7.0,1922,3,1,39320,32360,6960,,59.8,58.2,2352877.0,2286526.0,95.8,93.8,Social/Meeting Hall,Social/Meeting Hall,39320.0,,,,,181096,1342878,3257,Compliant,No Issue,617900.0,325748.0,132.1,4.1,POINT (-122.33186 47.60781),,UNDEFINED,,,,,
956,20401,2020,DOVER APTS,Multifamily MR (5-9),0942000460,901 6TH AVE,SEATTLE,WA,98104.0,47.60639,-122.3303,DOWNTOWN,7.0,1907,5,1,41452,41452,0,98.0,42.4,41.1,1758913.0,1703029.0,64.9,63.4,Multifamily MR (5-9),Multifamily Housing,41452.0,,,,,140900,0,12223,Compliant,No Issue,480752.0,1222277.0,67.5,1.6,POINT (-122.3303 47.60639),,S/I SEATTLE INVESTMENTS IV LLC,,,,,
957,20402,2020,THE SANCTUARY AT 811 5TH AVE,NonResidential,0942000530,811 5TH AVE,SEATTLE,WA,98104.0,47.60547,-122.33118,DOWNTOWN,7.0,1908,5,1,41536,41536,0,,,,,,,,,,,,,,,0,0,0,Not Compliant,Portfolio Manager Account Not Shared,0.0,0.0,0.0,0.0,POINT (-122.33118 47.60547),,LI-HI SEATTLE,,,,,
958,20403,2020,PACIFIC HOTEL/APTS,Multifamily LR (1-4),0942000555,317 MARION ST,SEATTLE,WA,98104.0,47.60511,-122.33241,DOWNTOWN,7.0,1916,3,1,45320,45320,0,,69.8,67.8,3164396.0,3072510.0,122.5,120.2,Multifamily LR (1-4),Multifamily Housing,45320.0,,,,,371653,0,18044,Compliant,No Issue,1268081.0,1804429.0,102.6,2.3,POINT (-122.33241 47.60511),,HUDSON 1000 OLIVE WAY LLC,,,,,
959,20406,2020,REYNOLDS WORK RELEASE FACILITY,NonResidential,0942001120,410 4TH AVE,SEATTLE,WA,98104.0,47.60223,-122.32889,DOWNTOWN,7.0,1909,6,1,35820,35820,0,98.0,96.2,93.5,3446509.0,3349318.0,141.8,139.2,Hotel,Hotel,35820.0,,,,,246021,0,25099,Compliant,No Issue,839425.0,2509893.0,137.8,3.8,POINT (-122.32889 47.60223),,REYNOLDS HOTEL LLC,,,,,
988,20497,2020,CEDARS APARTMENTS (BELLTOWN),Multifamily MR (5-9),1472350000,2615 1ST AVE,SEATTLE,WA,98121.0,47.61543,-122.35074,DOWNTOWN,7.0,1988,5,1,145018,132358,12660,53.0,34.8,34.2,2074526.0,2042757.0,97.3,95.8,Multifamily MR (5-9),Multifamily Housing,54168.0,Parking,12660.0,Restaurant,5515.0,598698,0,2111,Compliant,No Issue,2042757.0,211118.0,22.1,0.2,POINT (-122.35074 47.61543),,CEDARS LLC,,,,,
1028,20653,2020,CARBON 56,Multifamily MR (5-9),1354300000,2015 TERRY AVE,SEATTLE,WA,98121.0,47.6172,-122.3359,DOWNTOWN,7.0,2004,5,1,62665,62665,0,76.0,44.5,42.9,2784526.0,2682251.0,75.4,73.7,Multifamily MR (5-9),Multifamily Housing,62565.0,Parking,23870.0,,,300469,0,16571,Compliant,No Issue,1025200.0,1657051.0,93.5,1.5,POINT (-122.3359 47.6172),,UNDEFINED,,,,,
1054,20762,2020,CONCORD CONDOMINIUM,Multifamily HR (10+),1734800000,2929 1ST AVE,SEATTLE,WA,98121.0,47.61733,-122.35376,DOWNTOWN,7.0,1999,13,1,219874,219874,0,31.0,62.3,60.4,12909554.0,12514150.0,116.9,114.9,Multifamily HR (10+),Multifamily Housing,207195.0,,,,,1786764,0,64177,Compliant,No Issue,6096439.0,6417712.0,373.3,1.7,POINT (-122.35376 47.61733),,UNDEFINED,,,,,
1056,20765,2020,CONTINENTAL PLACE CONDOMINIUM,Multifamily HR (10+),1745500000,2125 1ST AVE,SEATTLE,WA,98121.0,47.61227,-122.34512,DOWNTOWN,7.0,1981,33,1,190610,190610,0,14.0,85.9,81.8,15737589.0,14987449.0,136.8,131.7,Multifamily HR (10+),Multifamily Housing,172003.0,Parking,18676.0,Retail Store,11205.0,1406649,0,101880,Compliant,No Issue,4799486.0,10187962.0,566.6,3.0,POINT (-122.34512 47.61227),,UNDEFINED,,,,,
1060,20772,2020,COSMOPOLITAN,Multifamily HR (10+),1766000000,819 VIRGINIA ST,SEATTLE,WA,98101.0,47.6161,-122.33576,DOWNTOWN,7.0,2006,33,1,299755,299755,0,99.0,32.5,32.5,9667069.0,9667069.0,53.7,53.7,Multifamily HR (10+),Multifamily Housing,291429.0,Retail Store,6174.0,,,978829,0,63273,Not Compliant,Account Requires Verification,3339765.0,6327304.0,353.8,1.2,POINT (-122.33576 47.6161),,UNDEFINED,,,,,
