,SearchTerm,BusinessName,UBINumber,BusinessId,Address,address_match,ubi_match,id_match,IsMatch
304,SUSTAINABLE URBAN DEVELOPMENT #1 LLC,SUSTAINABLE URBAN DEVELOPMENT #1 LLC,602 383 985,1001361,"816 2ND AVE STE 300, SEATTLE, WA, 98104-1534, UNITED STATES",False,False,False,
305,CORONA BUILDING LLC,"CORONA BUILDING, LLC",603 050 806,631740,"208 JAMES ST, SUITE C, SEATTLE, WA, 98104-2220, UNITED STATES",False,False,False,
306,PACIFIC SUN NORTHWEST INC,"PACIFIC SUN NORTHWEST, INC.",602 198 280,866198,"1314 SPRING ST, #310, SEATTLE, WA, 98104-1358, UNITED STATES",False,False,False,
307,SAN MARCO LLC,SAN MARCO LLC,602 413 456,966547,"1116 15TH AVE E, SEATTLE, WA, 98112, UNITED STATES",False,False,False,
308,SAN MARCO LLC,"RANCHO SAN MARCOS PROPERTIES, LLC",601 887 865,938910,,True,False,False,
309,SAN MARCO LLC,"S-H THIRTY-FIVE PROPCO - SAN MARCOS, LLC",602 220 771,421991,"1920 MAIN STREET, STE 1200, IRVINE, CA, 92614, UNITED STATES",False,False,False,
310,SAN MARCO LLC,SAN MARCO APARTMENTS II LLC,603 234 667,425250,"1325 W. 1ST AVENUE, SUITE 300, SPOKANE, WA, 99201-3914, UNITED STATES",False,False,False,
311,SAN MARCO LLC,SAN MARCO APARTMENTS LLC,601 290 403,416653,"1325 WEST 1ST AVE #300, SPOKANE, WA, 99201, UNITED STATES",False,False,False,
312,SAN MARCO LLC,"SAN MARCO INVESTORS, LLC",602 418 373,966546,"720 SENECA ST, SUITE B, SEATTLE, WA, 98101-3265, UNITED STATES",False,False,False,
313,SAN MARCO LLC,SAN MARCOS MARBLE & GRANITE LLC,603 550 539,425251,"21620 84TH AVE S, KENT, WA, 98032, UNITED STATES",False,False,False,
314,SAN MARCO LLC,SAN MARCOS MARKET LLC,604 714 418,1427938,"1203 COLUMBIA AVE, BRIDGEPORT, WA, 98813, UNITED STATES",False,False,False,
315,SAN MARCO LLC,SAN MARCOS TIMBERS INVESTORS LLC,604 845 235,1514908,"2040 FABEN DR, MERCER ISLAND, WA, 98040-2002, UNITED STATES",False,False,False,
316,SAN MARCO LLC,"SAN-MAR CONSTRUCTION CO., INC.",601 839 546,425255,,True,False,False,
317,SAN MARCO LLC,"SAN-MAR CONSTRUCTION CO., INC.",601 817 978,981578,"4875 E LA PALMA AVE #601, ANAHEIM, CA, 92807",False,False,False,
318,SAN MARCO LLC,SANMAR CONSTRUCTION SERVICES LLC,603 606 109,992644,"3508 NE 109TH AVE #S07, VANCOUVER, WA, 98682, UNITED STATES",False,False,False,
319,GO-BRICKMAN BRODERICK OWNER LLC,GO-BRICKMAN BRODERICK OWNER LLC,604 336 373,1232326,"C/O BRICKMAN, ONCE GREENWICH OFFICE PARK,, BUILDING 1N, SUITE 175, GREENWICH, CT, 06831, UNITED STATES",False,False,False,
320,HUDSON 1000 OLIVE WAY LLC,"HUDSON 1000 OLIVE WAY, LLC",604 448 875,1291230,"11601 WILSHIRE BLVD FL 9, LOS ANGELES, CA, 90025-0509, UNITED STATES",False,False,False,
321,VBGO DANFORTH LLC,VBGO DANFORTH LLC,604 565 410,1339816,"292 MADISON AVE FL 7, NEW YORK, NY, 10017-6318, UNITED STATES",False,False,False,
322,SWEAZEY INVESTMENTS L L C,OSTENSON & SWEAZEY INVESTMENTS LLC,602 482 814,367826,"220 OLYMPIC DR SE, PO BOX 10917, BAINBRIDGE ISLAND, WA, 98110, UNITED STATES",False,True,True,
323,SWEAZEY INVESTMENTS L L C,OSTENSON FROST & SWEAZEY INVESTMENTS LLC,602 482 814,367826,,False,True,True,
324,SWEAZEY INVESTMENTS L L C,"SWEAZEY INVESTMENTS, LLC",602 580 803,466779,"823 NW 195TH PL, SHORELINE, WA, 98177-2637, UNITED STATES",False,False,False,
325,LI-HI SEATTLE,"A. PHILIP RANDOLPH INSTITUTE, SEATTLE CHAPTER",601 586 877,10868,"5030 1ST AVE S STE 208, SEATTLE, WA, 98134-2438, UNITED STATES",False,False,False,
326,LI-HI SEATTLE,APOSTOLIC ASSEMBLY OF THE FAITH IN CHRIST JESUS - IGLESIA FUENTE DE VIDA SEATTLE,602 983 871,491986,"18884 108TH LN SE, RENTON, WA, 98055-6401, UNITED STATES",False,False,False,
327,LI-HI SEATTLE,APOSTOLIC ASSEMBLY OF THE FAITH IN CHRIST JESUS CFA SEATTLE#2,603 099 488,39729,,True,False,False,
328,LI-HI SEATTLE,BREAD OF LIFE CHRISTIAN CHURCH IN SEATTLE,601 943 717,78298,"3005 PARK AVE N, RENTON, WA, 98056-2106, UNITED STATES",False,False,False,
329,LI-HI SEATTLE,ERITREAN EVANGELICAL-LUTHERAN CHURCH IN SEATTLE,602 800 459,174978,"12509 27TH AVE NE, SEATTLE, WA, 98125-4309, UNITED STATES",False,False,False,
330,LI-HI SEATTLE,EVANGELICAL CHINESE CHURCH OF SEATTLE,601 137 135,693231,"651 NW 81ST ST, SEATTLE, WA, 98117-4055, UNITED STATES",False,False,False,
331,LI-HI SEATTLE,FRANKLIN HIGH SCHOOL PTSA SEATTLE COUNCIL 6N.15.465,601 823 056,218075,"3013 S MOUNT BAKER BLVD, SEATTLE, WA, 98144-6139, UNITED STATES",False,False,False,
332,LI-HI SEATTLE,GOJAM ALIANCE FOR ETHIOPIAN UNITY IN SEATTLE,604 039 581,719258,"6904 S 130TH ST, SEATTLE, WA, 98178-4716, UNITED STATES",False,False,False,
333,LI-HI SEATTLE,LI-HI SEATTLE HOTEL OPCO LLC,604 549 582,1327888,"750 3RD AVE FL 27, NEW YORK, NY, 10017-2702, UNITED STATES",True,False,False,
334,LI-HI SEATTLE,LI-HI SEATTLE HOTEL PROPCO LLC,604 563 007,1329751,"750 3RD AVE FL 27, NEW YORK, NY, 10017-2702, UNITED STATES",True,False,False,
335,LI-HI SEATTLE,LING SHEN CHING TZE TEMPLE OF THE SEATTLE TAOIST-BUDDHIST  ASSOCIATION,601 531 580,814958,"17012 NE 40TH CT, REDMOND, WA, 98052-5491, UNITED STATES",False,False,False,
336,LI-HI SEATTLE,"LITHIA OF SEATTLE, INC.",602 130 172,298970,"1002 AIRPORT WAY S, SEATTLE, WA, 98134-1312, UNITED STATES",False,False,False,
337,LI-HI SEATTLE,RENOVACION CARISMATICA CATOLICA HISPANA DE SEATTLE,603 585 837,930979,"1512 PINE AVE, SNOHOMISH, WA, 98290-1826, UNITED STATES",False,False,False,
338,LI-HI SEATTLE,RENOVATION CARISMATICA CATOLICA HISPANA DE SEATTLE,603 622 497,395482,"1512 PINE AVE, SNOHOMISH, WA, 98290, UNITED STATES",False,False,False,
339,LI-HI SEATTLE,THE DWELLING PLACE CHURCH IN SEATTLE,603 493 405,1030349,"3846 25TH AVE W, SEATTLE, WA, 98199-1508, UNITED STATES",False,False,False,
340,LI-HI SEATTLE,THE OROMO EVANGELICAL CHURCH IN SEATTLE (OECS),603 173 680,1004565,"17418 8TH AVE NE, SHORELINE, WA, 98155-5028, UNITED STATES",False,False,False,
341,LI-HI SEATTLE,THE SPIRITUAL ISRAEL CHURCH & IT'S ARMY - SEATTLE,601 970 775,1023810,"2200 S 118TH STREET, BURIEN, WA, 98168, UNITED STATES",False,False,False,
342,LI-HI SEATTLE,THM PUBLISHING SEATTLE LLC,603 080 240,1074200,"3805 108TH NE STE 222, BELLEVUE, WA, 98004, UNITED STATES",False,False,False,
343,LI-HI SEATTLE,THM PUBLISHING SEATTLE LLC,604 392 681,1264650,,True,True,True,
344,LI-HI SEATTLE,THM SEATTLE LLC,604 392 681,1264650,"1400 S FOOTHILL DR STE 2419, SALT LAKE CTY, UT, 84108-2327, UNITED STATES",False,True,True,
345,LI-HI SEATTLE,"TRANSLINK SHIPPING SEATTLE, INC.",602 728 135,310587,"15020 BOTHELL WAY NE, SUITE 100, SEATTLE, WA, 98155, UNITED STATES",False,False,False,
346,LI-HI SEATTLE,TRUE LIGHT CHURCH IN SEATTLE,604 203 294,1170787,"14054 WALLINGFORD AVE N, SEATTLE, WA, 98133-7248, UNITED STATES",False,False,False,
347,EAST-WEST INVESTMENT CO INC,"EAST - WESTERN INVESTMENTS, LLC",603 345 654,108894,"195 MATA RD, KENNEWICK, WA, 99338-7639, UNITED STATES",False,False,False,
348,EAST-WEST INVESTMENT CO INC,"EAST TO WEST INVESTMENTS, LLC",603 213 335,154221,"4417 SW 91ST DR, GAINESVILLE, FL, 32608-7137, UNITED STATES",False,False,False,
349,EAST-WEST INVESTMENT CO INC,EAST WEST INVESTMENT PROPERTIES LLC,604 972 736,1597957,"9820 NE 200TH ST, BOTHELL, WA, 98011-2300, UNITED STATES",False,False,False,
350,EAST-WEST INVESTMENT CO INC,"EAST-WEST INVESTMENT CO., INC.",601 444 047,655377,"9612 54TH AVE S, SEATTLE, WA, 98118-5705, UNITED STATES",False,False,False,
351,EAST-WEST INVESTMENT CO INC,"EAST-WEST REAL ESTATE & INVESTMENT, L.L.C.",602 575 917,674989,,False,False,False,
352,EAST-WEST INVESTMENT CO INC,EASTWEST REAL ESTATE INVESTMENT & DEVELOPMENT LLC,603 334 058,154835,"32926 135TH CT SE, AUBURN, WA, 98092-8516, UNITED STATES",False,False,False,
353,HCP 1101 MADISON MOB LLC,"HCP 1101 MADISON MOB, LLC",602 451 584,146192,"1920 MAIN STREET, STE 1200, IRVINE, CA, 92114, UNITED STATES",False,False,False,
354,BTI SEVENTH AND MADISON LP,BTI SEVENTH AND MADISON LLC,603 259 295,592382,"7 GIRALDA FARMS, MADISON, NJ, 07940-1051, UNITED STATES",True,False,False,
355,BTI SEVENTH AND MADISON LP,"BTI SEVENTH AND MADISON, L.P.",603 255 540,74605,"7 GIRALDA FARMS, MADISON, NJ, 07940-1051, UNITED STATES",True,False,False,
356,HART FIRST HILL LLC,HART FIRST HILL LLC,603 572 727,204042,"191 N WACKER DR, STE 2500, CHICAGO, IL, 60606-1615, UNITED STATES",False,False,False,
357,PIERS 55 & 56 LLC,PIERS 55 & 56 L.L.C.,601 772 820,241274,"316 OCCIDENTAL AVE S STE 300, SEATTLE, WA, 98104-4421, UNITED STATES",False,False,False,
358,U.S. RUBBER BUILDING LLC,"U.S. RUBBER BUILDING, LLC",604 175 775,1058256,"C/O SAMIS FOUNDATION, 208 JAMES ST, STE C, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
359,GOOD ARTS LLC,GOOD ARTS LLC,603 532 228,715921,"1117 MINOR AVE, SEATTLE, WA, 98101-4246, UNITED STATES",False,False,False,
360,GOOD ARTS LLC,CHERRY GOOD ARTS LLC,603 559 574,74901,"701 5TH AVE STE 6400, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
361,GOOD ARTS LLC,ELIZABETH GOODE INTERIOR ARTISTRY LLC,604 909 913,1555706,"7825 168TH AVE NE, REDMOND, WA, 98052-4437, UNITED STATES",False,False,False,
362,GOOD ARTS LLC,"FRESH COLLECTIVE, LLC",602 955 603,299715,"4913 S PILGRIM ST, SEATTLE, WA, 98118-5649, UNITED STATES",False,False,False,
363,GOOD ARTS LLC,GOOD EARTH BUILDERS LLC,602 395 997,715307,"5131 S HAZEL ST, SEATTLE, WA, 98178-2119, UNITED STATES",False,False,False,
364,GOOD ARTS LLC,GOOD EARTH CLEANING LLC,603 184 871,211517,,True,False,False,
365,GOOD ARTS LLC,GOOD EARTH COMMUNITY GARDEN,603 084 750,699084,"17088 143RD PL NE, WOODINVILLE, WA, 98072-9222, UNITED STATES",False,False,False,
366,GOOD ARTS LLC,GOOD EARTH DEVELOPMENT,603 006 575,715925,"8228 TODDERJEN LN SW, OLYMPIA, WA, 98512-8599, UNITED STATES",False,False,False,
367,GOOD ARTS LLC,"GOOD EARTH FINANCIAL SERVICES, LLC",604 030 726,715926,"1421 COWGILL, BELLINGHAM, WA, 98225, UNITED STATES",False,False,False,
368,GOOD ARTS LLC,GOOD EARTH FOUNDATION,604 809 027,1490847,"8228 TODDERJEN LN SW, 8228 TODDERJEN LN SW, OLYMPIA, WA, 98512-8599, UNITED STATES",False,False,False,
369,GOOD ARTS LLC,GOOD EARTH HANDMADE SOAP L.L.C.,604 113 018,715927,"4887 S UMATILLA AVE, BOISE, ID, 83709, UNITED STATES",False,False,False,
370,GOOD ARTS LLC,"GOOD EARTH INVESTMENTS, LLC",602 228 032,1117559,"218 SW 299TH PL, FEDERAL WAY, WA, 98023-3570, UNITED STATES",False,False,False,
371,GOOD ARTS LLC,GOOD EARTH LANDSCAPE SERVICE LLC,602 596 708,728728,"13903 BINGHAM AVE E, TACOMA, WA, 98446-5807, UNITED STATES",False,False,False,
372,GOOD ARTS LLC,GOOD EARTH LLC,603 345 767,233713,"2714 HENSON RD, MOUNT VERNON, WA, 98273, UNITED STATES",False,False,False,
373,GOOD ARTS LLC,GOOD EARTH MEDICINE LLC,602 565 252,206390,"112 OHIO ST SUITE 202, BELLINGHAM, WA, 98229, UNITED STATES",False,False,False,
374,GOOD ARTS LLC,"GOOD EARTH POTTERY, LLC",602 760 767,715308,"1000 HARRIS AVE, BELLINGHAM, WA, 98225, UNITED STATES",False,False,False,
375,GOOD ARTS LLC,"GOOD EARTH PROPERTIES, INC.",603 188 251,203940,"3826 DENSMORE AVE, SEATTLE, WA, 98103, UNITED STATES",False,False,False,
376,GOOD ARTS LLC,GOOD EARTH SERVICES LLC,604 640 118,1376411,"3831 GALA LOOP, BELLINGHAM, WA, 98226-7845, UNITED STATES",False,False,False,
377,GOOD ARTS LLC,"GOOD EARTH SOLUTIONS, L.L.C.",602 161 011,137327,,True,False,False,
378,GOOD ARTS LLC,"GOOD EARTHKEEPING ORGANIZATION, INC.",604 617 799,1367191,"1500 W KATELLA AVE, ORANGE, CA, 92867-3411, UNITED STATES",False,False,False,
379,GOOD ARTS LLC,"GOOD FORTUNE APARTMENTS, LLC",602 330 135,233717,"1211 S JUDKINS ST APT D, SEATTLE, WA, 98144-3444, UNITED STATES",False,False,False,
380,GOOD ARTS LLC,GOOD GREEN EARTH LLP,603 309 572,1374444,"1192 BEAR CREEK RD, PORT ANGELES, WA, 98363-9750, UNITED STATES",False,False,False,
381,GOOD ARTS LLC,GOOD GUYS CARS & TRUCKS LLC,604 865 790,1535624,"4408 S PARK LN, SPOKANE, WA, 99223-1400, UNITED STATES",False,False,False,
382,GOOD ARTS LLC,GOOD GUYS CARS AND TRUCKS LLC,603 340 075,699271,"1012 N WASHINGTON ST, SPOKANE, WA, 99201-3207, UNITED STATES",False,False,False,
383,GOOD ARTS LLC,"GOOD GUYS FOODMART, LLC",602 520 449,202678,"505 SE LARCH AVE, COLLEGE PLACE, WA, 99324-1342, UNITED STATES",False,False,False,
384,CHINN INVESTMENTS LLC,"CHINN INVESTMENTS, LLC",601 803 083,127629,"15817 NE 114TH CT, REDMOND, WA, 98052-2695, UNITED STATES",False,False,False,
385,UNITED STATES OF AMERICA,"AEIOUSA-AMALGAMATED ENTERPRISES & INDUSTRIES ORGANIZATION UNITED STATES OF AMERICA, INC.",602 500 455,487843,"801 2ND AVE STE 1200, SEATTLE, WA, 98104, UNITED STATES",False,False,False,
386,UNITED STATES OF AMERICA,"BARRACKS NO. 132, VETERANS OF WORLD WAR I, OF THE UNITED STATES OF AMERICA",602 025 347,573201,,True,False,False,
387,UNITED STATES OF AMERICA,"CELIAC SPRUE ASSOCIATION/UNITED STATES OF AMERICA,",602 908 032,101813,"1941 S 42ND ST STE 522, OMAHA, NE, 68105, UNITED STATES",False,False,False,
388,UNITED STATES OF AMERICA,"CELIAC SPRUE ASSOCIATION/UNITED STATES OF AMERICA, INC. DBA CELIAC SPRUE ASSOCIATION/UNITED STATES OF AMERICA",602 317 228,1103790,"6127 S HEATHER DR, CLINTON, WA, 98236, UNITED STATES",False,False,False,
389,UNITED STATES OF AMERICA,COUNCIL FOR EDUCATIONAL TRAVEL UNITED STATES OF AMERICA,601 748 711,619936,"678 FRONT AVE NW STE 91A, GRAND RAPIDS, MI, 49504-5323, UNITED STATES",False,False,False,
390,UNITED STATES OF AMERICA,"EPHRATA LODGE NO. 1816, BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA",132 000 698,165706,,True,False,False,
391,UNITED STATES OF AMERICA,FIRST PRESBYTERIAN CHURCH OF THE UNITED STATES OF AMERICA ATHUNTERS,601 799 747,693211,"5900B LARSON LN, FRUITLAND, WA, 99129-9723, UNITED STATES",False,False,False,
392,UNITED STATES OF AMERICA,"HILLYARD VFW POST 1474, VETERANS OF FOREIGN WARS OF THE UNITED STATES OF AMERICA",328 017 935,753716,"2902 E DIAMOND, SPOKANE, WA, 99217-6117, UNITED STATES",False,False,False,
393,UNITED STATES OF AMERICA,INLAND NORTHWEST ASSOCIATION UNITED STATES OF AMERICA AMATEUR BOXING,601 163 291,235051,"9002 S SHERMAN RD, SPOKANE, WA, 99224-9039, UNITED STATES",False,False,False,
394,UNITED STATES OF AMERICA,INTERNATIONAL OKINAWAN GOJU-RYU KARATE-DO FEDERATION - UNITED STATES OF AMERICA,603 568 089,783342,"509 N 2ND ST, SELAH, WA, 98942-1129, UNITED STATES",False,True,True,
395,UNITED STATES OF AMERICA,"INTERNATIONAL OKINAWAN GOJU-RYU KARATE-DO FEDERATION - UNITED STATES OF AMERICA, A WASHINGTON NONPROFIT CORPORATION",603 568 089,783342,,True,True,True,
396,UNITED STATES OF AMERICA,KELSO-LONGVIEW LODGE NO. 1482 OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS,083 000 808,785760,"900 ASH ST, KELSO, WA, 98626-2603, UNITED STATES",False,True,True,
397,UNITED STATES OF AMERICA,KELSO-LONGVIEW LODGE NO. 1482 OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA,083 000 808,785760,,True,True,True,
398,UNITED STATES OF AMERICA,"LAKEWOOD LODGE, NO. 2388, BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA",600 014 644,274462,,True,False,False,
399,UNITED STATES OF AMERICA,MOUNT VERNON LODGE NO. 1604 OF THE BENEVOLENT AND PROTECTIVEORDER OF ELKS OF THE UNITED STATES OF AMERICA,297 000 747,831995,"2120 MARKET ST, MOUNT VERNON, WA, 98273-5460, UNITED STATES",False,False,False,
400,UNITED STATES OF AMERICA,OFFICERS' CHRISTIAN FELLOWSHIP OF THE UNITED STATES OF AMERICA,602 846 791,884603,"3784 S INCA ST, ENGLEWOOD, CO, 80110-3405, UNITED STATES",False,False,False,
401,UNITED STATES OF AMERICA,SHREE RAM TEMPLE COUNCIL OF UNITED STATES OF AMERICA,604 712 660,1429521,"2202 PINE ST, EVERETT, WA, 98201-2557, UNITED STATES",False,False,False,
402,UNITED STATES OF AMERICA,SUBUD UNITED STATES OF AMERICA,601 111 466,956344,"14019 NE 8TH ST #A, BELLEVUE, WA, 98007, UNITED STATES",False,False,False,
403,UNITED STATES OF AMERICA,"THE DIOCESE OF NEWTON FOR THE MELKITES IN THE UNITED STATESOF AMERICA, INC.",602 699 683,500914,"6511 176TH ST SW, LYNNWOOD, WA, 98037-2929, UNITED STATES",False,False,False,
404,UNITED STATES OF AMERICA,THE DOMESTIC AND FOREIGN MISSIONARY SOCIETY OF THE PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,603 099 824,471332,"815 2ND AVE, NEW YORK, NY, 10017-4503, UNITED STATES",False,False,False,
405,UNITED STATES OF AMERICA,THE EAST WEST FOUNDATION OF THE UNITED STATES OF AMERICA,602 787 226,1048116,"10035 51ST AVE SW, SEATTLE, WA, 98146-1047, UNITED STATES",False,False,False,
406,UNITED STATES OF AMERICA,"THE HORACE MANN LEAGUE OF THE UNITED STATES OF AMERICA, INC. DBA THE HORACE MANN LEAGUE OF THE UNITED STATES OF AMERICA",603 460 082,978110,"205 E STANFORD AVE, ELLENSBURG, WA, 98926-5912, UNITED STATES",False,False,False,
407,UNITED STATES OF AMERICA,"THE PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OFAMERICA, INC. DBA THE PROTESTANT EPISCOPAL CHURCH IN THE UNI",601 819 980,472322,,True,False,False,
408,UNITED STATES OF AMERICA,THE ROSE HILL PRESBYTERIAN CHURCH IN THE UNITED STATES OF AMERICA,601 144 399,1156419,"12202 NE 90TH ST, KIRKLAND, WA, 98033-5810, UNITED STATES",False,False,False,
409,UNITED STATES OF AMERICA,UNITED STATES CHAPTER OF THE INSTITUTO IBEROAMERICANO DE DERECHO CONSTITUCIONAL,604 064 739,1043319,"1420 FIFTH AVENUE, SUITE 3000, SEATTLE, WA, 98101, UNITED STATES",False,False,False,
410,CATHAY INVESTMENT LLC,CATHAY INVESTMENT LLC,602 650 413,600956,"6421 W MERCER WAY, MERCER ISLAND, WA, 98040-4857, UNITED STATES",False,False,False,
411,SOO YUEN INC,SOO YUEN BENEVOLENT ASSOCIATION,601 821 349,1025119,"525 MAYNARD AVE S, SEATTLE, WA, 98104-2968, UNITED STATES",True,False,False,
412,SOO YUEN INC,"SOO YUEN, INC.",602 275 596,992681,"525 MAYNARD AVE S, SEATTLE, WA, 98104-2968, UNITED STATES",True,False,False,
413,255 SOUTH KING STREET LP,"255 SOUTH KING STREET II, LLC",604 007 433,94037,"270 S HANFORD ST STE 100, SEATTLE, WA, 98134, UNITED STATES",False,False,False,
414,255 SOUTH KING STREET LP,255 SOUTH KING STREET LIMITED PARTNERSHIP,603 166 219,6571,"11400 SE 8TH ST, SUITE 230, BELLEVUE, WA, 98004-6445, UNITED STATES",False,False,False,
415,CRE LOWMAN PARTNERS LLC,CRE LOWMAN PARTNERS LLC,604 523 850,1314604,"2930 WESTLAKE AVE N STE 100, SEATTLE, WA, 98109-1968, UNITED STATES",False,False,False,
416,1200 MADISON ASSOCIATES L L C,"1200 MADISON ASSOCIATES, L.P.",603 084 501,5183,"808 WASHINGTON ST STE 500, VANCOUVER, WA, 98660-3536, UNITED STATES",False,False,False,
417,FH LLC, BLISSFUL LIVING AFH LLC,604 748 343,1452725,"11832 52ND DR NE, MARYSVILLE, WA, 98271-6225, UNITED STATES",False,False,False,
418,FH LLC,"""  BRIGHT ROSE  "" AFH LLC",604 916 105,1559800,"26308 185TH AVE SE, COVINGTON, WA, 98042-8425, UNITED STATES",False,False,False,
419,FH LLC,""" BLESSED "" AFH LLC",604 578 325,1338935,"1920 143RD PL SW, LYNNWOOD, WA, 98087-6088, UNITED STATES",False,False,False,
420,FH LLC,""" CARING LOVE "" AFH LLC",604 616 362,1363231,"4010 192ND ST SW, LYNNWOOD, WA, 98036-5627, UNITED STATES",True,False,False,
421,FH LLC,""" GROVE GARDEN "" AFH LLC",604 619 273,1366816,"19632 WINESAP RD, BOTHELL, WA, 98012-7036, UNITED STATES",False,False,False,
422,FH LLC,""" HOPE & HARMONY "" AFH LLC",604 581 220,1341515,"11728 31ST DR SE, EVERETT, WA, 98208-6117, UNITED STATES",False,False,False,
423,FH LLC,""" RENTON HIGHLAND CARING "" AFH LLC",604 628 460,1371524,,True,False,False,
424,FH LLC,"""1ST CARE AFH LLC",604 824 738,1502308,"314 ZILLAH PL SE, RENTON, WA, 98059-7065, UNITED STATES",False,False,False,
425,FH LLC,"""BLUE MOON"" AFH LLC",604 977 667,1604953,"20519 21ST PL W, LYNNWOOD, WA, 98036-7965, UNITED STATES",False,False,False,
426,FH LLC,"""CARING LOVED ONE"" AFH LLC",604 893 586,1554169,"4010 192ND ST SW, LYNNWOOD, WA, 98036-5627, UNITED STATES",True,False,False,
427,FH LLC,"""CIRCLE OF HOPE"" COALITION",602 407 410,481,"8832 W KLAMATH, KENNEWICK, WA, 99336, UNITED STATES",False,False,False,
428,FH LLC,"""DYNASTY"" AFH LLC",605 090 039,1641289,"2715 SW 323RD ST, FEDERAL WAY, WA, 98023-2522, UNITED STATES",False,False,False,
429,FH LLC,"""HOPE & HARMONY"" AFH # 2 LLC",604 988 094,1611188,"2423 123RD ST SE, EVERETT, WA, 98208-6293, UNITED STATES",False,False,False,
430,FH LLC,"""LIGHT OF HOPE""-UKRAINIAN PENTECOSTAL CHURCH",602 813 464,389,"4159 76TH ST NE, MARYSVILLE, WA, 98270-3719, UNITED STATES",False,False,False,
431,FH LLC,# *  HELEN LOVING CARE AFH LLC,604 431 904,1273153,"22209 90TH AVE W, EDMONDS, WA, 98026-8106, UNITED STATES",False,False,False,
432,FH LLC,# 1 ! * GUARDIAN ANGELS AFH LLC,604 501 136,1309000,"14406 48TH PL W, EDMONDS, WA, 98026-3902, UNITED STATES",False,False,False,
433,FH LLC,# GREEN GARDEN AFH LLC,604 516 275,1325326,"19309 76TH AVE W, LYNNWOOD, WA, 98036-5066, UNITED STATES",False,False,False,
434,FH LLC,# I CARE AFH LLC,604 733 470,1443839,"3834 I PL NE, AUBURN, WA, 98002-1359, UNITED STATES",False,False,False,
435,FH LLC,#*# GREEN HILL VIEW AFH LLC,604 312 370,1228769,"7229 69TH AVE NE, MARYSVILLE, WA, 98270-7743, UNITED STATES",False,False,False,
436,FH LLC,"#001 ANGELICA NURSE DELEGATORS, LLC",604 988 089,1610758,"606 CEDAR DR SE, AUBURN, WA, 98002-7603, UNITED STATES",False,True,True,
437,FH LLC,"#001 ANGELICA NURSE-CARE AFH, LLC",604 988 089,1610758,,True,True,True,
438,FH LLC,#1 AFH RAI ANGELS INC.,604 179 975,547,"2437 50TH AVE, LONGVIEW, WA, 98632-9467, UNITED STATES",False,False,False,
439,FH LLC,#1 CARE AFH LLC,604 560 219,1330670,"5428 158TH PLACE SOUTHWEST, EDMONDS, WA, 98026, UNITED STATES",False,False,False,
440,FH LLC,#A BLISSFUL AFH LLC,604 956 023,1585294,"19314 E MAIN AVE, SPOKANE VLY, WA, 99016-8607, UNITED STATES",False,False,False,
441,FH LLC,#JOYSAM AFH LLC,604 704 272,1427961,"710 ROE ST, STEILACOOM, WA, 98388-3604, UNITED STATES",False,False,False,
442,HILLTOP HOUSE,"HILLTOP ALE HOUSE, INC.",601 484 948,223928,"8832 NE 25TH PL, CLYDE HILL, WA, 98004-1604, UNITED STATES",False,False,False,
443,HILLTOP HOUSE,HILLTOP HOUSE FOUNDATION,602 742 254,743077,"1005 TERRACE ST, SEATTLE, WA, 98104-2463, UNITED STATES",True,False,False,
444,HILLTOP HOUSE,HILLTOP HOUSE RESIDENT ASSOCIATION,604 027 909,210683,"1005 TERRACE ST APT 1010, SEATTLE, WA, 98104-2415, UNITED STATES",False,False,False,
445,HILLTOP HOUSE,"HILLTOP HOUSE, INC.",578 082 018,210684,"1005 TERRACE ST, SEATTLE, WA, 98104-2463, UNITED STATES",True,False,False,
446,HILLTOP HOUSE,HILLTOP TOWNHOUSES CONDOMINIUM ASSOCIATION,602 540 251,256457,"19105 36TH AVE W STE 105, LYNNWOOD, WA, 98036-5760, UNITED STATES",False,False,False,
447,HILLTOP HOUSE,TACOMA HILLTOP HOUSE LLC,603 428 903,1035674,,False,False,False,
448,OPUS NORTHWEST LLC,"OPUS NORTHWEST MANAGEMENT, L.L.C.",601 937 344,363249,,False,False,False,
449,OPUS NORTHWEST LLC,"OPUS NORTHWEST, L.L.C.",601 587 526,366738,"7300 METRO BLVD #360, EDINA, MN, 55439",False,False,False,
450,PIONEER PRESERVATION ASSOCIATES LP,PIONEER PRESERVATION ASSOCIATES LP,604 987 469,1611994,"139 S BEVERLY DR STE 309, BEVERLY HILLS, CA, 90212-3040, UNITED STATES",False,False,False,
451,223 YESLER LLLP,223 YESLER LLLP,604 269 683,1197255,"1253 S JACKSON ST STE A, SEATTLE, WA, 98144-3075, UNITED STATES",True,False,False,
