,SearchTerm,BusinessName,UBINumber,BusinessId,Address,Status,address_match,ubi_match,id_match,isMatch
264,KING COUNTY,SOUTH KING COUNTY AFFORDABLE COMMUNITY GROUP,603 126 569,279847,"600 ANDOVER PARK W, TUKWILA, WA, 98188, UNITED STATES",Voluntarily Dissolved,FALSE,FALSE,FALSE,
265,KING COUNTY,SOUTH KING COUNTY BAR ASSOCIATION,603 312 249,449040,"1200 5TH AVE STE 700, SEATTLE, WA, 98101-1116, UNITED STATES",Active,TRUE,FALSE,FALSE,
266,KING COUNTY,SOUTH KING COUNTY CHIROPRACTIC SOCIETY,601 660 228,982774,"1020 A ST SE STE 4, AUBURN, WA, 98002-6063, UNITED STATES",Active,FALSE,FALSE,FALSE,
267,KING COUNTY,SOUTH KING COUNTY COIN CLUB,602 599 595,441687,,Administratively Dissolved,TRUE,FALSE,FALSE,
268,KING COUNTY,SOUTH KING COUNTY COLTS MINOR-LEAGUE FOOTBALL ORGANIZATION,602 876 591,995742,"2009 63RD ST SE, AUBURN, WA, 98092, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
269,KING COUNTY,SOUTH KING COUNTY FOOD COALITION,602 402 393,1151122,"22225 9TH AVE S, DES MOINES, WA, 98198-6312, UNITED STATES",Active,FALSE,FALSE,FALSE,
270,KING COUNTY,SOUTH KING COUNTY GENEALOGICAL SOCIETY,600 543 722,995743,"4822 SW NIESZ CT, SEATTLE, WA, 98116-2143, UNITED STATES",Active,FALSE,FALSE,FALSE,
271,KING COUNTY,SOUTH KING COUNTY HOME SERVICES INC.,603 030 082,1151123,"1305 CENTRAL AVE S UNIT C, KENT, WA, 98032, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
272,KING COUNTY,SOUTH KING COUNTY HOMES BROKER LLC,603 482 807,279848,"16400 SOUTHCENTER BLV #502, SEATTLE, WA, 98188, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
273,KING COUNTY,SOUTH KING COUNTY HUMAN RESOURCES ASSOCIATION,602 635 786,467638,"5119 S 234TH PL, KENT, WA, 98032-3393, UNITED STATES",Active,FALSE,FALSE,FALSE,
274,KING COUNTY,SOUTH KING COUNTY JUNIOR FOOTBALL LEAGUE,601 824 314,279849,"119 23RD AVE, SEATTLE, WA, 98122, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
275,KING COUNTY,SOUTH KING COUNTY NEIGHBORHOOD COUNCIL,604 122 942,279850,"24204 35TH PL S, KENT, WA, 98032-2867, UNITED STATES",Active,FALSE,FALSE,FALSE,
276,KING COUNTY,SOUTH KING COUNTY PATRIOTS,604 556 359,1331466,"16202 SE 260TH ST, COVINGTON, WA, 98042-8269, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
277,KING COUNTY,"SOUTH KING COUNTY PLAZA, INC.",604 750 440,1454470,"15203 MILITARY RD S, SEATAC, WA, 98188-2141, UNITED STATES",Active,FALSE,FALSE,FALSE,
278,KING COUNTY,SOUTH KING COUNTY PREVENTING CHILDREN FROM USING MARIJUANA COALITION,604 080 161,993925,"1942 WESTLAKE AVE, SEATTLE, WA, 98101, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
279,KING COUNTY,SOUTH KING COUNTY PUGET SOUND ANGLERS,602 844 915,962856,"3110 SW 314TH ST, FEDERAL WAY, WA, 98023-7812, UNITED STATES",Active,FALSE,FALSE,FALSE,
280,KING COUNTY,SOUTH KING COUNTY SCHOLAR ATHLETE FUND,603 310 700,467639,"1217 S 308TH ST, FEDERAL WAY, WA, 98003-4757, UNITED STATES",Active,FALSE,FALSE,FALSE,
281,KING COUNTY,SOUTH KING COUNTY SOCCER REFEREES ASSOCIATION,601 631 506,449041,,,TRUE,TRUE,TRUE,
282,KING COUNTY,SOUTH KING COUNTY SPORTS COUNCIL,603 346 718,437751,"33248 2ND PL SW, FEDERAL WAY, WA, 98023, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
283,KING COUNTY,SOUTH KING COUNTY ST. VINCENT DEPAUL STORES NFP,171 002 271,995744,"717 AUBURN WAY N, AUBURN, WA, 98002-4333, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
284,KING COUNTY,SOUTH KING COUNTY SUPPORT ORGANIZATION,603 289 143,441688,"2619 JONES AVE NE, RENTON, WA, 98056, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
285,KING COUNTY,SOUTH KING COUNTY TRANSPORT INC,603 034 415,449042,"20330 SE COVINGTON SAWYER RD, COVINGTON, WA, 98042, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
286,KING COUNTY,SOUTH KING COUNTY YURIKA GROUP LIMITED PARTNERSHIP,602 047 075,962857,,Inactive,TRUE,FALSE,FALSE,
287,KING COUNTY,SOUTHWEST KING COUNTY CHAMBER OF COMMERCE,601 146 233,437950,"4800 S 188TH ST STE 250, SEATAC, WA, 98188-4674, UNITED STATES",Active,FALSE,FALSE,FALSE,
288,KING COUNTY,SPECIAL DELIVERIES KING COUNTY,604 127 852,995522,"1225 244TH AVE NE, SAMMAMISH, WA, 98074, UNITED STATES",Voluntarily Dissolved,FALSE,FALSE,FALSE,
289,KING COUNTY,SPIRITUAL ASSEMBLY OF THE BAHA'IS OF KING COUNTY NORTH,601 516 003,38594,"4141 244TH AVE NE, REDMOND, WA, 98053-8403, UNITED STATES",Active,FALSE,TRUE,TRUE,
290,KING COUNTY,"ST. PETER'S EPISCOPAL PARISH IN SEATTLE, KING COUNTY,  WASHINGTON",601 144 742,442656,"1610 S KING ST, SEATTLE, WA, 98144-2115, UNITED STATES",Active,FALSE,FALSE,FALSE,
291,KING COUNTY,THE ARC - KING COUNTY,601 139 018,297600,"660 SW 39TH ST STE 205, RENTON, WA, 98057-4916, UNITED STATES",Active,FALSE,FALSE,FALSE,
292,KING COUNTY,THE HUMANE SOCIETY FOR SEATTLE/KING COUNTY,178 017 059,1032985,"13212 SE EASTGATE WAY, BELLEVUE, WA, 98005-4408, UNITED STATES",Active,FALSE,FALSE,FALSE,
293,KING COUNTY,THE KING COUNTY EXECUTIVE HORSE COUNCIL,601 084 975,979657,"20910 NE 122ND ST, REDMOND, WA, 98053-5316, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
294,KING COUNTY,THE MUNICIPAL LEAGUE OF KING COUNTY,601 128 791,472967,"220 2ND AVE S, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
295,KING COUNTY,THE OROMO COMMUNITY ORGANIZATION OF SEATTLE & KING COUNTY AREA,602 388 868,1021670,,Administratively Dissolved,TRUE,FALSE,FALSE,
296,KING COUNTY,"THE RECTOR, CHURCH WARDENS AND VESTRYMEN OF SAINT THOMAS' PARISH IN THE CITY OF MEDINA, KING COUNTY",601 142 741,1037711,"8398 NE 12TH ST, MEDINA, WA, 98039-3100, UNITED STATES",Active,FALSE,FALSE,FALSE,
297,KING COUNTY,"THE RECTOR, CHURCHWARDENS AND VESTRYMEN OF ST. JOHN'S PARISHIN THE CITY OF KIRKLAND, KING COUNTY",601 143 125,1006217,"127 STATE ST S, KIRKLAND, WA, 98033-6687, UNITED STATES",Active,FALSE,FALSE,FALSE,
298,KING COUNTY,THE VOLUNTEER FIREMEN OF KING COUNTY FIRE DISTRICT,601 792 903,474820,"12424 76TH AVE S, SEATTLE, WA, 98178-4809, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
299,KING COUNTY,"THE VOLUNTEERS OF KING COUNTY FIRE DISTRICT NO. 11, INC.",602 028 626,1056664,,Active,TRUE,FALSE,FALSE,
300,KING COUNTY,THE YOUNG WOMEN'S SERVICE ASSOCIATION OF SEATTLE-KING COUNTY,601 812 658,508100,"1118 5TH AVE, SEATTLE, WA, 98101-3001, UNITED STATES",Active,TRUE,FALSE,FALSE,
301,KING COUNTY,THERE'S NO PLACE LIKE HOME IN KING COUNTY,602 202 030,508168,"801 25TH AVE, SEATTLE, WA, 98122-4903, UNITED STATES",Active,FALSE,FALSE,FALSE,
302,KING COUNTY,THERE'S NO PLACE LIKE HOME IN KING COUNTY,603 158 105,1009277,"801 25TH AVE, SEATTLE, WA, 98122, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
303,KING COUNTY,TNT THE NETWORKING TEAM OF THURSTON COUNTY,602 931 725,481573,"222 CAPITOL WAY N #108, OLYMPIA, WA, 98501, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
304,KING COUNTY,TOURISM ALLIANCE OF KING COUNTY,602 839 660,1076110,"2000  4TH AVE, SEATTLE, WA, 98121, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
305,KING COUNTY,"TUKWILA PTA, KING COUNTY 9.14.17",601 056 822,1039369,"5939 S 149TH ST, TUKWILA, WA, 98168-4612, UNITED STATES",Active,FALSE,FALSE,FALSE,
306,KING COUNTY,UNITED MINISTERS OF SOUTH KING COUNTY,602 922 081,315672,"C/O CENTER OF FAITH, 25715 - 101ST PLACE SE, KENT, WA, 98030, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
307,KING COUNTY,UNITED WAY OF KING COUNTY,601 139 530,1070897,"720 2ND AVE, SEATTLE, WA, 98104-1702, UNITED STATES",Active,FALSE,FALSE,FALSE,
308,KING COUNTY,UPA KING PIERCE COUNTY LLC,604 949 872,1584800,"3956 S 293RD ST, AUBURN, WA, 98001-2534, UNITED STATES",Active,FALSE,FALSE,FALSE,
309,KING COUNTY,USA SOFTBALL OF SEATTLE,601 689 378,847509,"2303 N 194TH ST, SHORELINE, WA, 98133-4141, UNITED STATES",Active,FALSE,TRUE,TRUE,
310,KING COUNTY,VIETNAMESE AMERICAN COMMUNITY OF SEATTLE AND KING COUNTY,602 959 919,1066137,"13330 124TH AVE NE, KIRKLAND, WA, 98034, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
311,KING COUNTY,"VISTARIVER OF KING COUNTY, LLC",604 848 639,1518547,"17201 15TH AVE NE, SHORELINE, WA, 98155-5129, UNITED STATES",Active,FALSE,FALSE,FALSE,
312,KING COUNTY,"VOLUNTEERS OF KING COUNTY FIRE DISTRICT #2, INC.",602 028 619,508698,,Active,TRUE,FALSE,FALSE,
313,KING COUNTY,WORKING WATERFRONT COALITION OF WHATCOM COUNTY,603 607 394,1066371,"2620 N HARBOR LOOP DR STE 26, BELLINGHAM, WA, 98225-2072, UNITED STATES",Active,FALSE,FALSE,FALSE,
314,KING COUNTY,YES TO EAST KING COUNTY PUD,604 427 045,1270517,"1737 211TH PL NE, SAMMAMISH, WA, 98074-4215, UNITED STATES",Delinquent,FALSE,FALSE,FALSE,
315,KING COUNTY,YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF SEATTLE-KING COUNTY-SNOHOMISH COUNTY,178 006 892,1035501,"1118 5TH AVE, SEATTLE, WA, 98101-3001, UNITED STATES",Active,TRUE,FALSE,FALSE,
316,KING COUNTY,"ZION LUTHERAN CHURCH OF AUBURN, KING COUNTY, WASHINGTON",601 200 810,1164230,"1305 17TH ST SE, AUBURN, WA, 98002-6934, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
317,T C 4 & MADISON LLC,T-C 4TH & MADISON LLC,603 282 482,1017402,"730 3RD AVE, NEW YORK, NY, 10017-3206, UNITED STATES",Active,FALSE,FALSE,FALSE,
318,SELIG HOLDINGS COMPANY LLC,"SELIG FAMILY HOLDINGS, LLC",603 261 718,447574,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
319,SELIG HOLDINGS COMPANY LLC,SELIG HOLDINGS COMPANY L.L.C.,602 559 881,928036,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
320,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDING FOUR, L.L.C.",601 826 760,420145,,Inactive,TRUE,FALSE,FALSE,
321,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS 5A, L.L.C.",603 345 874,447575,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
322,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS 8A, L.L.C.",603 259 964,432442,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Administratively Dissolved,TRUE,FALSE,FALSE,
323,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS EIGHT, L.L.C.",602 214 805,928038,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Administratively Dissolved,TRUE,FALSE,FALSE,
324,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS EIGHTEEN, L.L.C.",601 956 038,447576,,Administratively Dissolved,TRUE,FALSE,FALSE,
325,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS FIVE, L.L.C.",602 082 996,973527,,Administratively Dissolved,TRUE,FALSE,FALSE,
326,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS ONE, L.L.C.",601 824 377,423483,,Inactive,TRUE,FALSE,FALSE,
327,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS TEN, L.L.C.",601 876 195,269940,"1000 2ND AVE, SUITE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,FALSE,FALSE,FALSE,
328,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS TWENTY, L.L.C.",602 200 965,965245,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
329,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS TWENTY-ONE, L.L.C.",602 200 966,427757,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
330,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS TWENTY-THREE, L.L.C.",602 435 961,928040,"1000 2ND AVE STE 1760, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
331,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS TWENTY-TWO, L.L.C.",602 435 959,420146,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
332,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS XXIX, L.L.C.",602 741 415,447578,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
333,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS XXV, L.L.C.",602 482 254,1148815,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Administratively Dissolved,TRUE,FALSE,FALSE,
334,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS XXVI, L.L.C.",602 550 631,961816,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
335,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS XXVIII, L.L.C.",602 683 649,424648,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
336,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS XXXI, L.L.C.",602 752 578,946128,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
337,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS XXXII, L.L.C.",602 774 549,424649,"1000 2ND AVE #1800, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
338,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS XXXIII, L.L.C.",602 873 309,423484,"1000 2ND AVE STE 1800, SEATTLE, WA, 98104-3619, UNITED STATES",Active,TRUE,FALSE,FALSE,
339,SELIG HOLDINGS COMPANY LLC,"SELIG REAL ESTATE HOLDINGS XXXIV, LLC",603 218 603,423485,"1000 SECOND AVE STE 1800, SEATTLE, WA, 98104, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
340,710 SECOND AVE (WA) OWNER LLC,"710 SECOND AVE (WA) OWNER, LLC",604 363 275,1250229,"4700 WILSHIRE BLVD, LOS ANGELES, CA, 90010-3853, UNITED STATES",Active,FALSE,FALSE,FALSE,
341,PANAMA INTERNATIONAL CORP,JADE PANAMA INTERNATIONAL LLC,604 059 892,287265,"21422 SE 37TH ST, SAMMAMISH, WA, 98075-9281, UNITED STATES",Active,FALSE,FALSE,FALSE,
342,PANAMA INTERNATIONAL CORP,PANAMA INTERNATIONAL CORPORATION,601 004 835,367555,"605 1/2 S MAIN ST, SEATTLE, WA, 98104-2754, UNITED STATES",Active,FALSE,FALSE,FALSE,
343,PIONEER SQUARE HOTEL CO,PIONEER SQUARE HOTEL COMPANY,600 617 852,932172,"77 YESLER WAY, SEATTLE, WA, 98104-2530, UNITED STATES",Active,FALSE,FALSE,FALSE,
344,EXECUTIVE HOTEL SEATTLE L L C,EXECUTIVE HOTEL SEATTLE LLC,602 499 594,1113446,"4420 132ND ST SE, SUITE 201, MILL CREEK, WA, 98012, UNITED STATES",Active,FALSE,FALSE,FALSE,
345,1915 3RD AVE LP,1915 3RD AVE LLC,603 558 821,2922,"918 SOUTH ST STE 1018, SEATTLE, WA, 98134, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
346,1915 3RD AVE LP,1915 3RD AVENUE L.P. DBA LOW TIDE 1915 3RD AVENUE L.P.,604 358 740,1244940,"2 INTERNATIONAL PL, BOSTON, MA, 02110-4104, UNITED STATES",Active,FALSE,FALSE,FALSE,
347,1 BOND TOWER LLC,"1 BOND TOWER, LLC",603 393 469,768,"2100 MCKINNEY AVE #800, DALLAS, TX, 75201, UNITED STATES",Withdrawn,FALSE,FALSE,FALSE,
348,JJ&G CAMLIN LLC,"JJ&G CAMLIN, LLC",602 870 263,769751,"2001 WESTERN AVE #330, SEATTLE, WA, 98121, UNITED STATES",Active,FALSE,FALSE,FALSE,
349,TW FAIRMOUNT PARTNERS L P,TW FAIRMOUNT PARTNERS LP,602 966 962,509515,"1907 1ST AVE, SEATTLE, WA, 98101-1039, UNITED STATES",Active,FALSE,FALSE,FALSE,
350,1ST & PINE PROPERTY OWNER LLC,1ST AND PINE PROPERTY OWNER LLC,604 172 196,62390,"12100 OLYMPIC BLVD. #350, LOS ANGELES, CA, 90064, UNITED STATES",Terminated,FALSE,FALSE,FALSE,
351,BREIER SCHEETZ PROPERTIES LLC,BREIER-SCHEETZ PROPERTIES L.L.C.,602 352 042,597885,"464 12TH AVE, SUITE 201, SEATTLE, WA, 98122-7050, UNITED STATES",Active,FALSE,FALSE,FALSE,
352,M J  LEHMAN DESCENDANTS LLC,M. J. LEHMANN DESCENDANTS LLC,602 095 499,311686,"4903 DOON WAY, ANACORTES, WA, 98221-2905, UNITED STATES",Active,FALSE,FALSE,FALSE,
353,EQR-SECOND AND PINE LLC,"EQR-SECOND AND PINE II, LLC",603 226 204,676416,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,TRUE,FALSE,FALSE,
354,EQR-SECOND AND PINE LLC,"EQR-SECOND AND PINE, LLC",603 226 168,151331,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,TRUE,FALSE,FALSE,
355,HART PINE LLC,"HART PINE, LLC",603 519 213,745183,"191 N WACKER DR STE 2500, CHICAGO, IL, 60606-1885, UNITED STATES",Active,FALSE,FALSE,FALSE,
356,EQR-HARBOR STEPS LLC,"EQR-HARBOR STEPS MEMBER, L.L.C.",602 519 974,173991,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,TRUE,FALSE,FALSE,
357,EQR-HARBOR STEPS LLC,"EQR-HARBOR STEPS, L.L.C.",602 519 982,190557,"TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, 60606, UNITED STATES",Active,TRUE,FALSE,FALSE,
358,MMP OLIVIAN OWNER LLC,"MMP OLIVIAN OWNER, LLC",604 555 999,1333951,"1 METLIFE WAY, WHIPPANY, NJ, 07981-1449, UNITED STATES",Active,FALSE,FALSE,FALSE,
359,OLIVE TOWER APARTMENTS L L C,OLIVE TOWER APARTMENTS LLC,602 668 935,882437,"433 MINOR AVE N, SEATTLE, WA, 98109-5439, UNITED STATES",Active,FALSE,FALSE,FALSE,
360,CATHOLIC ARCHDIOCESE OF SEATTLE,CATHOLIC COMMUNITY FOUNDATION OF THE ARCHDIOCESE OF SEATTLE,604 792 837,1481205,"710 9TH AVE, SEATTLE, WA, 98104-2017, UNITED STATES",Active,FALSE,FALSE,FALSE,
361,601 PINE STREET INVESTMENT GROUP INC,"601 PINE STREET INVESTMENT GROUP, INC.",602 454 789,82731,"5910 N CENTRAL EXPRESSWAY, SUITE 1200, DALLAS, TX, 75206, UNITED STATES",Active,FALSE,FALSE,FALSE,
362,1918 EIGHTH LLC,"1918 EIGHTH AVENUE ACQUISITION, LLC",603 134 606,62801,"270 PARK AVE FL 7, NEW YORK, NY, 10017-7924, UNITED STATES",Withdrawn,FALSE,FALSE,FALSE,
363,1918 EIGHTH LLC,1918 EIGHTH AVENUE HOLDCO LLC,604 372 656,1249230,"383 MADISON AVE, NEW YORK, NY, 10017-3217, UNITED STATES",Withdrawn,FALSE,FALSE,FALSE,
364,1918 EIGHTH LLC,"1918 EIGHTH, LLC",602 735 324,3286,"225 108TH AVE NE #400, BELLEVUE, WA, 98004, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
365,1918 EIGHTH LLC,"HUDSON 1918 EIGHTH AVENUE, LLC",604 678 268,1409166,"11601 WILSHIRE BLVD., 9TH FLOOR, LOS ANGELES, CA, 90025, UNITED STATES",Active,FALSE,FALSE,FALSE,
366,MDB LANDMARK LLC,"MDB LANDMARK, LLC",604 488 379,1299187,"621 SW ALDER ST STE 800, PORTLAND, OR, 97205-3623, UNITED STATES",Active,FALSE,FALSE,FALSE,
367,1921 27 FIFTH AVENUE HOLDINGS LLC,"1921-27 FIFTH AVENUE HOLDINGS, LLC",604 468 245,1287279,"7 PENN PLAZA, NEW YORK, NY, 10001, UNITED STATES",Active,FALSE,FALSE,FALSE,
368,STATE OF WASHINGTON,"""NATURAL BORN CITIZENS"" OF THE STATE OF WASHINGTON, A.D.    2000",602 034 024,584,,Administratively Dissolved,TRUE,FALSE,FALSE,
369,STATE OF WASHINGTON,"ALEPPO TEMPLE NO. 1, A:.A:.O:.N:.M:.S:. OF F:.M:. THE STATEOF WASHINGTON",602 023 674,534476,,Active,TRUE,FALSE,FALSE,
370,STATE OF WASHINGTON,"AMERICAN ASSOCIATION OF UNIVERSITY WOMEN OF THE STATE OF WASHINGTON, A NON PROFIT CORPORATION",602 594 259,30424,,,TRUE,TRUE,TRUE,
371,STATE OF WASHINGTON,"AMERICAN ASSOCIATION OF UNIVERSITY WOMEN OF THE STATE OF WASHINGTON, A NON PROFITCORPORATION",602 594 259,30424,"1569 PARKSIDE DR E, SEATTLE, WA, 98112-3719, UNITED STATES",Active,FALSE,TRUE,TRUE,
372,STATE OF WASHINGTON,AMERICAN LEGION AUXILIARY OF THE STATE OF WASHINGTON,601 870 821,34268,"3600 RUDDELL RD SE, LACEY, WA, 98503-3801, UNITED STATES",Active,FALSE,FALSE,FALSE,
373,STATE OF WASHINGTON,"BGC REAL ESTATE OF WASHINGTON, LLC",603 196 415,585287,,,TRUE,TRUE,TRUE,
374,STATE OF WASHINGTON,CHRISTIAN SCIENCE COMMITTEE ON PUBLICATION FOR THE STATE OFWASHINGTON,603 583 705,129052,"4411 S SHELL ST, SEATTLE, WA, 98118-5428, UNITED STATES",Active,FALSE,FALSE,FALSE,
375,STATE OF WASHINGTON,CLEAR STATEMENT INC. OF WASHINGTON,602 490 658,107624,"521 16TH AVE E #1A, SEATTLE, WA, 98112, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
376,STATE OF WASHINGTON,CONGOLESE COMMUNITY IN THE STATE OF WASHINGTON,603 374 890,119347,"15423 10TH AVE CTE, TACOMA, WA, 98445, UNITED STATES",Voluntarily Dissolved,FALSE,FALSE,FALSE,
377,STATE OF WASHINGTON,CONGOLESE OF BRAZZAVILLE COMMUNITY IN STATE OF WASHINGTON,603 382 948,116187,"10523 8TH ST E #3, EDGEWOOD, WA, 98372, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
378,STATE OF WASHINGTON,"COUNTRY ESTATE FENCE OF WASHINGTON, INC.",602 271 101,632700,"10012 E 28TH AVE, SPOKANE, WA, 99206-3338, UNITED STATES",Active,FALSE,FALSE,FALSE,
379,STATE OF WASHINGTON,DARE RESTORE OUR DEMOCRACY IN THE STATE OF WASHINGTON,603 373 103,121652,"102 N NENANT, BUCODA, WA, 98530, UNITED STATES",Administratively Dissolved,FALSE,FALSE,FALSE,
380,STATE OF WASHINGTON,DAUGHTERS OF THE BRITISH EMPIRE IN THE STATE OF WASHINGTON,601 401 808,642812,,Active,TRUE,FALSE,FALSE,
381,STATE OF WASHINGTON,ESTATE PLANNING COUNCIL OF NORTH CENTRAL WASHINGTON,601 104 819,692048,"7 N WENATCHEE AVE STE 600, WENATCHEE, WA, 98801-7201, UNITED STATES",Active,FALSE,FALSE,FALSE,
382,STATE OF WASHINGTON,ESTATE PLANNING COUNCIL OF SOUTHWEST WASHINGTON,602 828 525,680087,"111 SW 5TH AVE STE 3675, PORTLAND, OR, 97204-3625, UNITED STATES",Active,FALSE,FALSE,FALSE,
383,STATE OF WASHINGTON,"ESTATE SERVICES OF WASHINGTON, LLC",603 056 156,678094,"20809 253RD AVENUE SE, MAPLE VALLEY, WA, 98038, UNITED STATES",Inactive,FALSE,FALSE,FALSE,
384,STATE OF WASHINGTON,"ETHIOPIAN ORTHODOX TEWAHIDO CHURCH DIOCESE OFFICE FOR THE STATE OF WASHINGTON, OREGON, IDAHO, AND ITS SURROUNDING",604 445 861,1278117,"15229 40TH AVE S, TUKWILA, WA, 98188-2206, UNITED STATES",Active,FALSE,FALSE,FALSE,
385,STATE OF WASHINGTON,"GARY MANN REAL ESTATE OF CENTRAL WASHINGTON, L.L.C.",604 032 368,705917,"1075 BASIN ST SW, EPHRATA, WA, 98823-2041, UNITED STATES",Active,FALSE,FALSE,FALSE,
386,STATE OF WASHINGTON,GERMAN RETIREMENT HOME OF THE STATE OF WASHINGTON,601 139 723,199337,"1980 112TH AVE NE STE 210, BELLEVUE, WA, 98004-2940, UNITED STATES",Active,FALSE,FALSE,FALSE,
387,STATE OF WASHINGTON,GRAND CHAPTER OF ROYAL ARCH MASONS OF THE STATE OF WASHINGTON AND JURISDICTION,601 827 904,206142,,Active,TRUE,FALSE,FALSE,
388,STATE OF WASHINGTON,INTERNATIONAL FULL GOSPEL FELLOWSHIP OF THE STATE OF WASHINGTON,601 700 342,164177,"12345 8TH AVE NE, SEATTLE, WA, 98125-4805, UNITED STATES",Active,FALSE,FALSE,FALSE,
