,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OSEBuildingID,BuildingName,BuildingType,Type_of_Bulding,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,Total_sqft,percent_sqft_1st,percent_sqft_2nd,percent_sqft_3rd,LargestPropertyUseType,LargestPropertyUseType OSE,LargestPropertyUseTypeGFA,LargestPropertyUseTypeGFA Analysis,SecondLargestPropertyUseType,SecondLargestPropertyUseType OSE,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA Analysis,ThirdLargestPropertyUseType,ThirdLargestPropertyUseType OSE,ThirdLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA Analysis,Electricity(kBtu),Steam(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,Total_GFA,sq_ft_classification
1701,1701,1701,1701,23184,ZINDORF APTS,Multifamily MR (5-9),Multifamily,97490,69997,27493,69997,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,69997,69997,Parking,,27493,0,,,0,0,1532176,0,1429109,85.3,1.2,97490,C
1703,1703,1703,1703,23189,BROOKVIEW APTS,Multifamily LR (1-4),Multifamily,109874,71226,38648,71226,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,71226,71226,Parking,,38648,0,,,0,0,1939870,0,3138732,178.7,2.5,109874,C
1707,1707,1707,1707,23212,LA CHARME,Multifamily LR (1-4),Multifamily,50546,50546,0,54130,1.0,0.0,0.0,K-12 School,K-12 School,54130,54130,,,0,0,,,0,0,989989,0,834778,50.4,1.0,54130,C
1720,1720,1720,1720,23251,SUNSET VISTA APTS,Multifamily LR (1-4),Multifamily,72356,72356,0,62989,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,62989,62989,Parking,,28670,0,,,0,0,1707801,0,749942,50.4,0.7,91659,C
1723,1723,1723,1723,23265,TERMINAL 102 PORT OF SEATTLE - CAMPUS,Campus,Campus,576750,576750,0,586847,0.89,0.07,0.03,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,522727,522727,Office,Office,43640,43640,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Services,20480,20480,2413043,0,0,14.9,0.0,586847,A
1724,1724,1724,1724,23268,HARBOR MARINA BLDGS E & F,NonResidential,NonResidential,139557,139557,0,139557,1.0,0.0,0.0,Office,Office,138907,138907,Other,Other,650,650,,,0,0,4170020,0,2077307,136.0,1.0,139557,B
1726,1726,1726,1726,23277,HARDWARE SPECIALTY CO,NonResidential,NonResidential,51000,51000,0,107916,0.38,0.37,0.25,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Services,40661,40661,Office,Office,40154,40154,Other,Other,27101,27101,59729994,0,0,368.2,7.2,107916,B
1728,1728,1728,1728,23285,TERRACE CREST APT'S,Multifamily LR (1-4),Multifamily,212938,212938,0,212938,0.94,0.06,0.0,Multifamily Housing,Multifamily Housing,199136,199136,Other/Specialty Hospital,Hospital,13802,13802,,,0,0,4762879,0,12324080,683.9,3.2,212938,B
1731,1731,1731,1731,23288,CLARWOOD APARTMENTS,Multifamily LR (1-4),Multifamily,629615,455459,174156,629615,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,629615,629615,Parking,,121056,0,,,0,0,17656708,0,0,108.8,0.2,750671,A
1735,1735,1735,1735,23293,MADISON APTS,Multifamily LR (1-4),Multifamily,332781,237425,95356,173204,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,173204,173204,,,0,0,,,0,0,10849699,0,1948174,170.4,0.7,173204,B
1742,1742,1742,1742,23305,THE ENGLEWOOD APTS,Multifamily LR (1-4),Multifamily,92183,92183,0,92183,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,92183,92183,,,0,0,,,0,0,1955442,0,358188,199.6,2.2,92183,B
1744,1744,1744,1744,23307,PORTICO APTS,Multifamily MR (5-9),Multifamily,51098,51098,0,51098,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,51098,51098,,,0,0,,,0,0,1675910,0,0,10.3,0.2,51098,C
1747,1747,1747,1747,23319,KELLEHER HOUSE CONDOMINIUM,Multifamily HR (10+),Multifamily,383914,227569,156345,229711,1.0,0.0,0.0,Medical Office,Office,229711,229711,Parking,,135954,0,,,0,0,13196432,0,0,929.6,4.1,365665,A
1748,1748,1748,1748,23320,CENTURYLINK: PARKWAY CO,NonResidential,NonResidential,76855,76855,0,64046,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,64046,64046,,,0,0,,,0,0,2913675,0,0,18.0,0.2,64046,C
1750,1750,1750,1750,23323,Andante Seattle,Multifamily LR (1-4),Multifamily,93087,93087,0,93087,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,93087,93087,Parking,,17425,0,,,0,0,1847599,0,235095,23.9,0.3,110512,B
1751,1751,1751,1751,23327,CLOCKTOWER APTS - 140 UNITS,Multifamily LR (1-4),Multifamily,86835,86835,0,52742,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,52742,52742,Parking,,3240,0,,,0,0,2038906,0,0,12.6,0.1,55982,C
1752,1752,1752,1752,23331,GATEWAY PLAZA OFFICE BLDG,NonResidential,NonResidential,128649,113994,14655,113994,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,113994,113994,Parking,,14655,0,,,0,0,3609094,0,0,22.2,0.2,128649,B
1754,1754,1754,1754,23338,15 UNIT MIXED USE,Multifamily LR (1-4),Multifamily,165914,124773,41141,124773,0.94,0.0,0.06,Multifamily Housing,Multifamily Housing,117271,117271,Parking,,41141,0,Retail Store,Retail Store,7502,7502,2789358,0,1008353,70.8,0.6,165914,B
1756,1756,1756,1756,23342,DAILY RACING FORM/WAREHOUSE,NonResidential,NonResidential,103554,72828,30726,80250,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,80250,80250,,,0,0,,,0,0,2061742,0,0,12.7,0.2,80250,C
1760,1760,1760,1760,23368,SEABOARD BUILDING CONDOMINIUM,NonResidential,NonResidential,72155,72155,0,72155,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,72155,72155,Parking,,18039,0,,,0,0,1486487,0,636249,43.0,0.6,90194,C
1761,1761,1761,1761,23372,CUMBERLAND APARTMENTS,Multifamily LR (1-4),Multifamily,111137,111137,0,94704,0.45,0.43,0.11,Office,Office,42939,42939,Multifamily Housing,Multifamily Housing,40878,40878,Bank Branch,Retail Store,10887,10887,5885345,0,4227603,260.8,2.3,94704,B
1763,1763,1763,1763,23377,APARTMENTS,Multifamily LR (1-4),Multifamily,260685,255205,5480,309591,0.99,0.0,0.01,Multifamily Housing,Multifamily Housing,305179,305179,Parking,,93906,0,Office,Office,4412,4412,7938253,0,3414735,230.3,0.9,403497,A
1767,1767,1767,1767,23408,VIRGINIA MASON- BARONESS HOTEL,NonResidential,NonResidential,27000,27000,0,76334,0.65,0.24,0.12,Office,Office,49334,49334,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,18000,18000,Retail Store,Retail Store,9000,9000,2345217,0,1428391,90.3,3.3,76334,C
1769,1769,1769,1769,23410,VIRGINIA MASON- INN AT VIRGINIA MASON,NonResidential,NonResidential,51900,51900,0,51900,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,51900,51900,,,0,0,,,0,0,429419,0,2585898,140.0,2.7,51900,C
1770,1770,1770,1770,23416,VIET WAH SUPERMARKET AND SAIGON BISTRO RESTAURANT,NonResidential,NonResidential,48006,48006,0,54319,1.0,0.0,0.0,Hotel,Hotel,54319,54319,,,0,0,,,0,0,1503905,0,2098048,120.7,2.5,54319,C
1775,1775,1775,1775,23430,3100 FAIRVIEW CONDOMINIUM,Multifamily LR (1-4),Multifamily,53290,53290,0,53290,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,53290,53290,Parking,,28184,0,,,0,0,1625637,0,0,10.0,0.2,81474,C
1781,1781,1781,1781,23439,KINNEAR PLAZA CONDOMINIUM,Multifamily LR (1-4),Multifamily,109864,87864,22000,87864,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,87864,87864,Parking,,22000,0,,,0,0,2074254,0,0,12.8,0.1,109864,C
1797,1797,1797,1797,23484,BEACON VIEW APARTMENT BLDG A,Multifamily LR (1-4),Multifamily,129860,83306,46554,83306,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,83306,83306,Parking,,46554,0,,,0,0,1274938,0,4763561,260.9,3.1,129860,C
1798,1798,1798,1798,23495,"SHERWOOD APTS BLDG B, C, D,  E",Multifamily LR (1-4),Multifamily,35796,35796,0,69272,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,69272,69272,Parking,,0,0,,,0,0,2129637,0,0,13.1,0.4,69272,C
1799,1799,1799,1799,23496,MORRISON MANOR APTS 24 UNITS,Multifamily LR (1-4),Multifamily,72671,72671,0,58831,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,58831,58831,Parking,,2112,0,,,0,0,1914662,0,95987,16.9,0.2,60943,C
1802,1802,1802,1802,23502,MIRRORWOOD APTS,Multifamily LR (1-4),Multifamily,101613,101613,0,101613,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,101613,101613,,,0,0,,,0,0,1936665,0,472600,37.0,0.4,101613,B
1819,1819,1819,1819,23554,TOSCANO CONDOMINIUM,Multifamily LR (1-4),Multifamily,109284,109284,0,78669,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,78669,78669,Parking,,30615,0,,,0,0,1771964,0,0,10.9,0.1,109284,C
1822,1822,1822,1822,23559,TRACE NORTH,Multifamily MR (5-9),Multifamily,50749,50749,0,50749,0.78,0.22,0.0,Multifamily Housing,Multifamily Housing,39432,39432,Retail Store,Retail Store,11317,11317,,,0,0,1536833,0,28424,11.0,0.2,50749,C
1823,1823,1823,1823,23560,TRAMONTI AT LAKE UNION CONDOMINIUM,Multifamily LR (1-4),Multifamily,91520,91520,0,91520,0.9,0.1,0.0,Multifamily Housing,Multifamily Housing,82368,82368,Retail Store,Retail Store,9152,9152,,,0,0,3388088,0,127408,27.7,0.3,91520,B
1840,1840,1840,1840,23595,KINNEAR APTS,Multifamily LR (1-4),Multifamily,88422,75086,13336,75086,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,75086,75086,,,0,0,,,0,0,1050198,0,4183095,228.6,3.0,75086,C
1842,1842,1842,1842,23609,DEL MAR APTS,Multifamily LR (1-4),Multifamily,56074,56074,0,56074,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,56074,56074,Parking,,0,0,,,0,0,1563009,0,0,9.6,0.2,56074,C
1847,1847,1847,1847,23618,SALMON BAY WATERWAY,NonResidential,NonResidential,119355,72985,46370,72985,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,72985,72985,,,0,0,,,0,0,2029769,0,0,12.5,0.2,72985,C
1848,1848,1848,1848,23622,PORT OF SEATTLE- FISHERMAN'S TERMINAL  (CAMPUS),Campus,Campus,38255,38255,0,50223,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50223,50223,,,0,0,,,0,0,514950,0,1233858,68.7,1.8,50223,C
1849,1849,1849,1849,23632,SEVENTY-O-ONE CONDOMINIUM,Multifamily LR (1-4),Multifamily,302857,302857,0,222421,0.49,0.28,0.22,Self-Storage Facility,Self-Storage Facility,109093,109093,Enclosed Mall,Retail Store,63368,63368,Office,Office,49960,49960,26959741,0,1885554,266.3,0.9,222421,A
1850,1850,1850,1850,23633,7300 WOODLAWN AVENUE CONDOMINIUM,Multifamily LR (1-4),Multifamily,144779,144779,0,144779,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,144779,144779,,,0,0,,,0,0,3737692,0,0,23.0,0.2,144779,B
1854,1854,1854,1854,23643,SHEFFIELD CONDOMINIUM,Multifamily LR (1-4),Multifamily,97160,81857,15303,108000,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,108000,108000,Parking,,12000,0,,,0,0,4372232,0,0,27.0,0.3,120000,B
1861,1861,1861,1861,23671,AREIS BUILDING,NonResidential,NonResidential,139301,139301,0,97020,0.97,0.01,0.01,Multifamily Housing,Multifamily Housing,94506,94506,Supermarket/Grocery Store,Supermarket/Grocery Store,1448,1448,Restaurant,Restaurant,1066,1066,3108902,0,200816,29.8,0.2,97020,B
1862,1862,1862,1862,23672,2324 EASTLAKE,NonResidential,NonResidential,50333,32297,18036,50333,1.0,0.0,0.0,Office,Office,50333,50333,,,0,0,,,0,0,1605496,0,0,9.9,0.3,50333,C
1868,1868,1868,1868,23682,BRIDGE PARK HOLIDAY RETIREMENT,Multifamily LR (1-4),Multifamily,56334,56334,0,56934,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,56934,56934,,,0,0,,,0,0,1234237,0,630182,41.1,0.7,56934,C
1869,1869,1869,1869,23689,SALVATION ARMY,NonResidential,NonResidential,144682,144682,0,144682,0.83,0.17,0.0,Senior Care Community,Senior Living Community,120513,120513,Restaurant,Restaurant,24169,24169,,,0,0,3415091,0,1653291,108.9,0.8,144682,B
1877,1877,1877,1877,23716,SAARS MARKET (2012),NonResidential,NonResidential,332900,332900,0,281280,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,281280,281280,,,0,0,,,0,0,13120570,0,0,80.9,0.2,281280,A
1880,1880,1880,1880,23725,THE HUDSON,Multifamily LR (1-4),Multifamily,67796,56035,11761,56035,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,56035,56035,Parking,,11761,0,,,0,0,2954760,0,1283729,86.4,1.5,67796,C
1881,1881,1881,1881,23730,SALMON BAY TERMINALS - RSVP BLDG,NonResidential,NonResidential,120693,112150,8543,112150,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,112150,112150,Parking,,8543,0,,,0,0,2396861,0,1193672,78.2,0.7,120693,B
1893,1893,1893,1893,23768,WALLINGFORD RETAIL AND OFFICE BUILDING,NonResidential,NonResidential,35844,35844,0,53138,1.0,0.0,0.0,K-12 School,K-12 School,53138,53138,Parking,,0,0,,,0,0,0,0,0,0.0,0.0,53138,C
1895,1895,1895,1895,23774,UNIVERSITY HOUSE - WALLINGFORD,Multifamily MR (5-9),Multifamily,106218,79364,26854,67842,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,67842,67842,,,0,0,,,0,0,1786067,0,1281655,79.1,1.0,67842,C
1896,1896,1896,1896,23782,HIGHLAND TERRACE CONDOMINIUM,Multifamily LR (1-4),Multifamily,217146,159507,57639,159507,0.97,0.0,0.03,Multifamily Housing,Multifamily Housing,154063,154063,Parking,,57639,0,Social/Meeting Hall,Entertainment/Public Assembly,5444,5444,5056222,0,3048570,193.1,1.2,217146,B
1899,1899,1899,1899,23791,ASTOR COURT,Multifamily LR (1-4),Multifamily,66150,54860,11290,66150,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,66150,66150,,,0,0,,,0,0,2330820,0,0,14.4,0.3,66150,C
1903,1903,1903,1903,23944,MAISON VILLE CONDOMINIUM,Multifamily MR (5-9),Multifamily,97978,97978,0,97978,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,97978,97978,,,0,0,,,0,0,2619887,0,1860811,115.0,1.2,97978,B
1904,1904,1904,1904,23815,SQUIRE PARK PLAZA,Multifamily MR (5-9),Multifamily,50784,50784,0,50784,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,50784,50784,,,0,0,,,0,0,1462184,0,0,9.0,0.2,50784,C
1905,1905,1905,1905,23816,LEGACY AT PRATT PARK,Multifamily MR (5-9),Multifamily,87041,68459,18582,69234,0.87,0.09,0.05,Multifamily Housing,Multifamily Housing,60000,60000,Other,Other,5893,5893,Food Sales,Supermarket/Grocery Store,3341,3341,1863710,0,0,11.5,0.2,69234,C
1906,1906,1906,1906,23826,TARA APTS,Multifamily LR (1-4),Multifamily,371442,221996,149446,221996,0.96,0.0,0.04,Multifamily Housing,Multifamily Housing,212996,212996,Parking,,149446,0,Retail Store,Retail Store,9000,9000,4895715,0,0,30.2,0.1,371442,A
1914,1914,1914,1914,23858,PIER 55,NonResidential,NonResidential,71919,57116,14803,53685,0.66,0.34,0.0,Office,Office,35550,35550,Restaurant,Restaurant,18135,18135,Parking,,11465,0,5250276,0,1281773,100.4,1.8,65150,C
1917,1917,1917,1917,23874,THE CHLOE,Multifamily MR (5-9),Multifamily,34425,34425,0,56860,0.52,0.48,0.0,Other,Other,29601,29601,Office,Office,27259,27259,,,0,0,1167183,0,624113,40.3,1.2,56860,C
1918,1918,1918,1918,23877,DEARBORN PK ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,Campus,142586,110478,32108,109598,0.95,0.0,0.05,Multifamily Housing,Multifamily Housing,104362,104362,Parking,,32108,0,Retail Store,Retail Store,5236,5236,3143402,0,2777258,166.9,1.5,141706,B
1919,1919,1919,1919,23882,SONATA AT ALKI CONDOMINIUM,Multifamily MR (5-9),Multifamily,52609,52609,0,52609,1.0,0.0,0.0,K-12 School,K-12 School,52609,52609,,,0,0,,,0,0,939733,0,984927,58.1,1.1,52609,C
1923,1923,1923,1923,23891,SOUNDVIEW RIDGE CONDOMINIUM,Multifamily LR (1-4),Multifamily,82082,82082,0,62472,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,62472,62472,Parking,,13326,0,,,0,0,2695294,0,188831,26.6,0.3,75798,C
1925,1925,1925,1925,23894,COURTLAND PLACE APARTMENTS,Multifamily MR (5-9),Multifamily,154889,57099,97790,154889,0.6,0.4,0.0,Multifamily Housing,Multifamily Housing,93207,93207,Office,Office,61682,61682,,,0,0,2699390,0,1311028,86.3,1.5,154889,B
1926,1926,1926,1926,23896,LONG PAINTING,NonResidential,NonResidential,193946,172135,21811,172135,0.95,0.0,0.05,Multifamily Housing,Multifamily Housing,163183,163183,Parking,,21811,0,Office,Office,8952,8952,5218538,0,3413925,213.5,1.2,193946,B
1930,1930,1930,1930,23910,IFO AND ASSOCIATES,NonResidential,NonResidential,62538,62538,0,62780,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,62780,62780,,,0,0,,,0,0,2070506,0,0,12.8,0.2,62780,C
1934,1934,1934,1934,23928,PLANNED PARENTHOOD OF WESTERN WASHINGTON,NonResidential,NonResidential,71597,56981,14616,56981,0.94,0.0,0.06,Multifamily Housing,Multifamily Housing,53523,53523,Parking,,14616,0,Retail Store,Retail Store,3458,3458,1503249,0,0,9.3,0.2,71597,C
1936,1936,1936,1936,23934,Prologis Park Seattle 2,NonResidential,NonResidential,160000,160000,0,187200,1.0,0.0,0.0,Distribution Center,Non-Refrigerated Warehouse,187200,187200,,,0,0,,,0,0,772646,0,0,4.8,0.0,187200,B
1937,1937,1937,1937,23935,MESSENGER CORP,NonResidential,NonResidential,53550,53550,0,53550,1.0,0.0,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,53550,53550,,,0,0,,,0,0,1338020,0,1674424,97.2,1.8,53550,C
1940,1940,1940,1940,23939,MAIN STREET PLACE II,Multifamily MR (5-9),Multifamily,91560,91560,0,91560,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,91560,91560,,,0,0,,,0,0,2493401,0,0,15.4,0.2,91560,B
1959,1959,1959,1959,24012,CONCORD ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,Campus,54170,54170,0,54170,1.0,0.0,0.0,Other,Other,54170,54170,,,0,0,,,0,0,2259561,0,2679903,156.3,2.9,54170,C
1960,1960,1960,1960,24018,ST EDWARDS SCHOOL,NonResidential,NonResidential,64493,64493,0,64493,1.0,0.0,0.0,K-12 School,K-12 School,64493,64493,,,0,0,,,0,0,1567075,0,238747,22.3,0.3,64493,C
1967,1967,1967,1967,24035,RAINIER VIEW ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,Campus,88043,66299,21744,66286,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,66286,66286,Parking,,21744,0,,,0,0,1552146,0,941669,59.6,0.9,88030,C
1969,1969,1969,1969,24037,SEATTLE HOUSING AUTHORITY APTS,Multifamily LR (1-4),Multifamily,289471,207915,81556,207915,0.96,0.0,0.04,Multifamily Housing,Multifamily Housing,198609,198609,Parking,,81556,0,Office,Office,9306,9306,5369400,0,8782978,499.6,2.4,289471,B
1974,1974,1974,1974,24069,MAPLE LEAF RESIDENCE,Multifamily LR (1-4),Multifamily,65694,62440,3254,134712,0.33,0.33,0.33,Multifamily Housing,Multifamily Housing,44904,44904,Office,Office,44904,44904,Restaurant,Restaurant,44904,44904,0,0,0,0.0,0.0,134712,B
1980,1980,1980,1980,24089,646 S HOLGATE ST,NonResidential,NonResidential,230971,230971,0,230970,1.0,0.0,0.0,Other,Other,230970,230970,Parking,,0,0,,,0,0,12957773,0,6888422,445.7,1.9,230970,A
1989,1989,1989,1989,24112,FLEET PRIDE,NonResidential,NonResidential,99931,99931,0,99931,0.5,0.43,0.06,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50173,50173,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Services,43320,43320,Office,Office,6438,6438,2378676,0,2062471,124.2,1.2,99931,B
1996,1996,1996,1996,24137,INDEPENDENT LIVING-ESPERANZA BLD,Multifamily LR (1-4),Multifamily,59846,59846,0,59846,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,59846,59846,,,0,0,,,0,0,1402300,0,643445,42.8,0.7,59846,C
1997,1997,1997,1997,24138,PARK PLACE ASSISTED LIVING APTS,Multifamily LR (1-4),Multifamily,66363,66363,0,66363,1.0,0.0,0.0,Senior Care Community,Senior Living Community,66363,66363,,,0,0,,,0,0,1828383,0,253729,24.7,0.4,66363,C
1998,1998,1998,1998,24144,HOLLY TERRACE CONDOMINIUM,Multifamily LR (1-4),Multifamily,121635,121635,0,121635,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,121635,121635,,,0,0,,,0,0,4946786,0,2621228,169.7,1.4,121635,B
2003,2003,2003,2003,24161,CROFT PLACE,Multifamily LR (1-4),Multifamily,67313,67313,0,67313,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,67313,67313,,,0,0,,,0,0,2533214,0,0,15.6,0.2,67313,C
2005,2005,2005,2005,24163,LAM-BOWS APTS,Multifamily LR (1-4),Multifamily,85695,85695,0,85695,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,85695,85695,,,0,0,,,0,0,2208990,0,0,13.6,0.2,85695,C
2014,2014,2014,2014,24180,PACIFIC MEDICAL CENTER,NonResidential,NonResidential,63670,63670,0,63670,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,63670,63670,,,0,0,,,0,0,2121813,0,0,13.1,0.2,63670,C
2018,2018,2018,2018,24194,BRISTOL APARTMENTS,Multifamily LR (1-4),Multifamily,84389,84389,0,84389,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,84389,84389,Parking,,3452,0,,,0,0,1642153,0,2185466,126.2,1.5,87841,C
2030,2030,2030,2030,24240,CENTURYLINK: WEST CO,NonResidential,NonResidential,358944,306900,52044,297922,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,297922,297922,Parking,,52044,0,,,0,0,4834203,0,3959423,240.1,0.8,349966,A
2035,2035,2035,2035,24249,SPINNAKER CONDOMINIUM,Multifamily LR (1-4),Multifamily,71000,71000,0,71000,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,71000,71000,,,0,0,,,0,0,3646759,0,0,22.5,0.3,71000,C
2042,2042,2042,2042,24272,HILLSBOROUGH CONDOMINIUM,Multifamily MR (5-9),Multifamily,41600,41600,0,51600,0.81,0.19,0.0,Worship Facility,Worship Facility,41600,41600,Pre-school/Daycare,Entertainment/Public Assembly,10000,10000,,,0,0,699364,0,786869,46.1,1.1,51600,C
2047,2047,2047,2047,24377,4420 OREGON PLACE,Multifamily LR (1-4),Multifamily,128571,117161,11410,73970,0.94,0.05,0.01,Multifamily Housing,Multifamily Housing,69438,69438,Financial Office,Office,3754,3754,Retail Store,Retail Store,778,778,1572246,0,1501021,89.4,0.8,73970,C
2065,2065,2065,2065,24376,SE Seattle Community Health Center,Nonresidential COS,NonResidential,51672,51672,0,51672,1.0,0.0,0.0,K-12 School,K-12 School,51672,51672,,,0,0,,,0,0,1116738,0,233342,19.3,0.4,51672,C
2069,2069,2069,2069,24397,BALDWIN APTS,Multifamily LR (1-4),Multifamily,134490,93472,41018,93472,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,93472,93472,Parking,,41018,0,,,0,0,2571874,0,0,15.9,0.2,134490,B
2075,2075,2075,2075,24430,Hollywood Lofts,Multifamily MR (5-9),Multifamily,131050,87735,43315,66679,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,66679,66679,Parking,,32901,0,,,0,0,2855802,0,141328,25.1,0.3,99580,C
2084,2084,2084,2084,24458,OLD SQUIRE SHOP BLDG,NonResidential,NonResidential,331770,16000,315770,332875,1.0,0.0,0.0,Other - Public Services,Services,332875,332875,,,0,0,,,0,0,3211068,0,217717,31.4,2.0,332875,A
2086,2086,2086,2086,24461,OUTDOOR EMPORIUM,NonResidential,NonResidential,185614,134992,50622,134992,0.88,0.0,0.13,Multifamily Housing,Multifamily Housing,118118,118118,Parking,,50622,0,Retail Store,Retail Store,16874,16874,1313588,0,3427020,190.1,1.4,185614,B
2093,2093,2093,2093,24484,MESSIAH LUTHERAN CHURCH,NonResidential,NonResidential,64314,64314,0,65210,1.0,0.0,0.0,K-12 School,K-12 School,65210,65210,,,0,0,,,0,0,1067421,0,1933194,109.3,1.7,65210,C
2098,2098,2098,2098,24493,METROPOLITAN MARKET,NonResidential,NonResidential,73697,46480,27217,73967,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,73967,73967,,,0,0,,,0,0,2345274,0,1153578,75.7,1.6,73967,C
2100,2100,2100,2100,24495,WESTHAVEN APTS,Multifamily LR (1-4),Multifamily,95865,95865,0,95865,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,95865,95865,,,0,0,,,0,0,2748133,0,0,16.9,0.2,95865,B
2101,2101,2101,2101,24496,2429 SW HOLDEN ST APTS,Multifamily LR (1-4),Multifamily,155600,155600,0,150000,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,150000,150000,,,0,0,,,0,0,5269745,0,389606,53.2,0.3,150000,B
2103,2103,2103,2103,24513,OAK TREE CINEMAS (OAK TREE PLAZA),NonResidential,NonResidential,58523,58523,0,59935,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,59935,59935,,,0,0,,,0,0,1934128,0,0,11.9,0.2,59935,C
2106,2106,2106,2106,24525,HARWOOD CONDOMINIUM,Multifamily LR (1-4),Multifamily,54304,54304,0,68138,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,68138,68138,Parking,,21120,0,,,0,0,1519182,0,0,9.4,0.2,89258,C
2107,2107,2107,2107,24530,HAYES COURT CONDOMINIUM,Multifamily MR (5-9),Multifamily,114030,114030,0,114089,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,114089,114089,,,0,0,,,0,0,3796949,0,0,23.4,0.2,114089,B
2118,2118,2118,2118,24556,PONTEDERA CONDOMINIUMS,Multifamily MR (5-9),Multifamily,87925,87925,0,71280,1.0,0.0,0.0,Multifamily Housing,Multifamily Housing,71280,71280,Parking,,16200,0,,,0,0,1359451,0,101655,13.8,0.2,87480,C
2119,2119,2119,2119,24560,OUR LADY OF THE LAKE SCHOOL + GYM,NonResidential,NonResidential,105903,105903,0,105903,0.91,0.09,0.0,Multifamily Housing,Multifamily Housing,96340,96340,Office,Office,9563,9563,,,0,0,1402988,0,1593817,93.3,0.9,105903,B
2121,2121,2121,2121,24563,Rite Aid STORE #5216_8500 35TH AVE NE,NonResidential,NonResidential,109623,67360,42263,109623,0.95,0.0,0.05,Multifamily Housing,Multifamily Housing,104264,104264,Parking,,42263,0,Office,Office,5359,5359,1558198,0,1438361,86.0,1.3,151886,B
