OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,Owner,CouncilDistrictCode,Neighborhood,Units,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions (metric tons),ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus,Comments,DefaultData,LegislationPropertyType,CorrectCouncil
24205,7666203827,2020,NonResidential,640 S SPOKANE ST BLDG,640 SPOKANE LLC,2,GREATER DUWAMISH,NOT_FOUND,1960,640 S SPOKANE ST,SEATTLE,WA,98134,47.57217,-122.32421,,,Other,61.8,,,415.7,415.7,11613092,11613092,1164.1,1164.1,,2.2,,0,0,11613093,3403603,0,,27933,27933,0,1,1,Other,27933,Parking,0,,,,Account Requires Verification,Not Compliant,,,Other,
24209,7666203920,2020,NonResidential,ED WYSE BLDG,TA REALTY VALUE-ADD FUND XIII REIT LLC,1,GREATER DUWAMISH,NOT_FOUND,1983,3701 7TH AVE S,SEATTLE,WA,98134,47.57013,-122.3244,,,Non-Refrigerated Warehouse,17.8,,,27.6,28.9,665661,637306,54.5,55.8,,0.8,,300887,3009,336419,98599,0,,23143,23143,0,1,1,Non-Refrigerated Warehouse,13983,Office,9077,,,,No Issue,Compliant,,,Other,
24216,7666204110,2020,NonResidential,CLEAR CHANNEL,TLC PROPERTIES INC,1,GREATER DUWAMISH,NOT_FOUND,1962,3601 6TH AVE S,SEATTLE,WA,98134,47.57075,-122.32724,,,Office,26.2,75,,33.5,34.7,1000249,963522,66.9,68.3,,0.9,,440130,4401,523392,153398,0,,28800,28800,0,1,1,Office,28800,,,,,,No Issue,Compliant,,,Office,
24218,7666204125,2020,NonResidential,COMMERCIAL PLASTICS,GULL INDUSTRIES INC,2,GREATER DUWAMISH,NOT_FOUND,1952,3414 4TH AVE S,SEATTLE,WA,98134,47.57294,-122.32811,,,Mixed Use Property,33,,,26.2,27.4,1086208,1037939,48,49.2,,0.8,,575574,5756,462365,135511,0,,39600,39600,0,1,1,Manufacturing/Industrial Plant,17600,Non-Refrigerated Warehouse,15800,"Repair Services (Vehicle, Shoe, Locksmith, etc)",6200,,Account Requires Verification,Not Compliant,,,Mixed Use Property,
24219,7666204130,2020,NonResidential,SB WAREHOUSE,BOTTLEWORKS III LLC,2,GREATER DUWAMISH,NOT_FOUND,1952,3434 4TH AVE S,SEATTLE,WA,98134,47.57199,-122.32811,,,Non-Refrigerated Warehouse,12.1,83,,14.4,14.9,588529,569555,31.9,32.4,,0.3,,189585,1896,379970,111363,0,,39600,39600,0,1,1,Non-Refrigerated Warehouse,39600,,,,,,No Issue,Compliant,,,Other,
24225,7666204180,2020,NonResidential,2900 (RIVER WEST),SOUTH FOREST LLC,2,GREATER DUWAMISH,NOT_FOUND,1937,2900 4TH AVE S,SEATTLE,WA,98134,47.57747,-122.32844,,,Distribution Center,17.1,43,,24.6,25.2,1044590,1017125,58.4,59.4,,0.4,,245590,2456,771535,226124,0,,41248,41248,0,1,1,Distribution Center,41430,,,,,,No Issue,Compliant,,,Other,
24227,7666204200,2020,NonResidential,OLD PACIFIC INDUSTRIAL SUPPLY,PACIFIC INDUSTRIAL CENTER LP,2,GREATER DUWAMISH,NOT_FOUND,2009,2960 4TH AVE S,SEATTLE,WA,98134,47.57587,-122.32789,,,Other,41.5,,,44.7,45.5,1654514,1626011,92,92.8,,1.1,,687604,6876,938407,275032,0,,36400,36400,0,1,1,Other,21400,Retail Store,15000,,,,No Issue,Compliant,,,Other,
24230,7899800640,2020,Multifamily LR (1-4),MONTRIDGE ARMS,HOUSING AUTHORITY OF THE CITY OF SEATTLE,1,DELRIDGE NEIGHBORHOODS,33,1968,9000 20TH AVE SW,SEATTLE,WA,98106,47.52265,-122.35888,,,Multifamily LR (1-4),4.8,72,,29.3,29.9,923420,906113,82,83.6,,0.2,,0,0,906113,265566,0,,35448,30932,4516,1,3,Multifamily Housing,30932,Parking,4516,,,,No Issue,Compliant,,,Multifamily Housing,
24235,3386900070,2020,Multifamily LR (1-4),LEEWARD APTS,DEXTER MULTIFAMILY LLC,1,MAGNOLIA / QUEEN ANNE,296,2018,1319 DEXTER AVE N,SEATTLE,WA,98109,47.63101,-122.34285,,,Multifamily LR (1-4),231.2,98,,30.6,31.1,9253727,9122606,63.3,63.8,,0.8,,3821562,38216,5301044,1553647,0,,358944,306900,52044,2,8,Multifamily Housing,297922,Parking,52044,,,,No Issue,Compliant,,,Multifamily Housing,
24240,7904700100,2020,NonResidential,CENTURYLINK: WEST CO,,1,SOUTHWEST,NOT_FOUND,1920,4415 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56398,-122.38727,,,Other,18.5,,,111.1,110.7,3468895,3482546,311.2,310,,0.6,,0,0,3482547,1020676,0,,31332,31332,0,1,1,Other,31332,,,,,,No Issue,Compliant,,,Other,
24243,7904700145,2020,Multifamily LR (1-4),THE DEERING APARTMENTS,CRE 4321 GENESEE LLC,1,SOUTHWEST,19,1969,4321 SW GENESEE ST,SEATTLE,WA,98116,47.56451,-122.38773,,,Multifamily LR (1-4),2.7,,,21.3,21.9,516423,503715,59.8,61.3,,0.1,,0,0,503715,147630,0,,23596,23596,0,1,4,Multifamily Housing,23596,Parking,0,,,,No Issue,Compliant,,,Multifamily Housing,
24244,7905200005,2020,NonResidential,WESTSIDE PRESBYTERIAN CHURCH,,1,SOUTHWEST,NOT_FOUND,1948,3601 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.57177,-122.38716,,,Worship Facility,34.4,64,,28.3,30,1074290,1013371,49.5,51.8,,1,,606112,6061,407259,119361,0,,35864,35864,0,1,2,Worship Facility,35864,,,,,,No Issue,Compliant,,,Worship Facility,
24245,7905200015,2020,Multifamily LR (1-4),TERRACE VIEW,TERRACE VIEW 3703 L L C,1,SOUTHWEST,27,1996,3705 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.57098,-122.38725,,,Multifamily LR (1-4),4.8,67,,29.2,29.7,914798,900135,81.8,83.2,,0.2,,0,0,900135,263814,0,,42048,30799,11249,1,4,Multifamily Housing,30799,Parking,11249,,,,No Issue,Compliant,,,Multifamily Housing,
24248,7922640000,2020,Multifamily MR (5-9),SPINNAKER BAY CONDOMINIUM,,2,SOUTHEAST,NOT_FOUND,1967,9468 RAINIER AVE S,SEATTLE,WA,98118,47.52077,-122.26216,,,Multifamily MR (5-9),17.5,13,,46.4,48.3,3430083,3296303,130,135.3,,0.2,,0,0,3296303,966091,0,,71000,71000,0,1,6,Multifamily Housing,71000,,,,,,No Issue,Compliant,,,Multifamily Housing,
24249,7922650000,2020,Multifamily LR (1-4),SPINNAKER CONDOMINIUM,,2,GREATER DUWAMISH,NOT_FOUND,1969,1100 S ATLANTIC ST,SEATTLE,WA,98134,47.5903,-122.31824,,,Multifamily LR (1-4),4.1,87,,23.7,24.3,801109,779352,66.3,68.1,,0.1,,0,0,779352,228415,0,,32922,32922,0,1,4,Multifamily Housing,32922,,,,,,No Issue,Compliant,,,Multifamily Housing,
24250,7925100200,2020,NonResidential,ST GEORGE PARISH,,2,GREATER DUWAMISH,NOT_FOUND,1954,5306 13TH AVE S,SEATTLE,WA,98108,47.55464,-122.31576,,,K-12 School,12.4,98,,16.3,17.2,352886,333901,26.6,27.7,,0.6,,222709,2227,111192,32589,0,,20484,20484,0,1,1,K-12 School,20484,,,,,,No Issue,Compliant,,,K-12 School,
24252,7933000005,2020,NonResidential,SPRINGBROOK BLDG,SPRINGBROOK BUILDING LLC,4,NORTHEAST,NOT_FOUND,1984,4540 SAND POINT WAY NE,SEATTLE,WA,98105,47.66169,-122.28558,,,Medical Office,6.8,31,,58.9,59.4,1290849,1280646,164.9,166.2,,0.2,,0,0,1280646,375336,0,,45264,27642,17622,1,4,Medical Office,21743,,,,,,No Issue,Compliant,,,Other,
24253,7933000005,2020,NonResidential,SPRINGBROOK BLDG LLC 4540,SPRINGBROOK BUILDING LLC,4,NORTHEAST,NOT_FOUND,1987,4500 SAND POINT WAY NE,SEATTLE,WA,98105,47.66159,-122.28606,,,Medical Office,14.4,,,98.1,98.1,2711747,2711747,274.7,274.7,,0.6,,0,0,2711747,794768,0,,36932,22356,14576,2,4,Medical Office,27642,,,,,,No Issue,Compliant,,,Other,
24255,7933200000,2020,Multifamily LR (1-4),SPRING CREEK CONDOMINIUM,,5,NORTH,NOT_FOUND,1980,12341 35TH AVE NE,SEATTLE,WA,98125,47.71854,-122.2917,,,Multifamily LR (1-4),3,81,,26.7,27.6,573605,555244,74.7,77.2,,0.1,,0,0,555244,162733,0,,20808,20808,0,1,4,Multifamily Housing,20808,,,,,,No Issue,Compliant,,,Multifamily Housing,
24259,7942600675,2020,NonResidential,SEATTLE MEDICAL POST ACUTE CARE,SPTSUN II PROPERTIES TRUST,1,CENTRAL,NOT_FOUND,1973,555 16TH AVE,SEATTLE,WA,98122,47.60775,-122.31198,,,Other/Specialty Hospital,157.1,,,112.4,115.3,5198966,5068669,209.1,213.1,,3.5,,2723663,27237,2345006,687282,0,,45082,45082,0,1,4,Other/Specialty Hospital,45082,,,,,,No Issue,Compliant,,,Hospital,
24270,3362900895,2020,NonResidential,PHINNEY RIDGE LUTHERAN CHURCH,,6,NORTHWEST,NOT_FOUND,1951,7502 GREENWOOD AVE N,SEATTLE,WA,98103,47.68351,-122.35482,,,Worship Facility,40.9,61,,25.2,26.6,1374369,1300476,46.4,48.5,,1,,712033,7120,588443,172463,0,,41600,41600,0,1,2,Worship Facility,41600,Pre-school/Daycare,10000,,,,No Issue,Compliant,,,Worship Facility,
24272,3373900000,2020,Multifamily MR (5-9),HILLSBOROUGH CONDOMINIUM,,3,EAST,36,1981,740 BELLEVUE AVE E,SEATTLE,WA,98102,47.62632,-122.3263,,,Multifamily MR (5-9),6.1,99,,23.1,23.6,1166923,1142009,64.8,66.2,,0.1,,0,0,1142009,334704,0,,61745,48768,12977,1,7,Multifamily Housing,49378,Parking,13987,,,,No Issue,Compliant,,,Multifamily Housing,
24274,3383900065,2020,NonResidential,THE HART FORD,BARNARD FAMILY LIMITED PARTNERSHIP,4,LAKE UNION,NOT_FOUND,1960,1820 EASTLAKE AVE E,SEATTLE,WA,98102,47.63567,-122.32522,,,Office,11.4,50,,62.6,62.6,2136383,2136383,175.4,175.4,,0.3,,0,0,2136383,626138,0,,34110,34110,0,1,2,Office,34110,,,,,,No Issue,Compliant,,,Office,
24275,3383900075,2020,Multifamily LR (1-4),LAKE UNION TERRACE,210 E BLAINE LLC,1,LAKE UNION,50,1994,210 E BLAINE ST,SEATTLE,WA,98102,47.6352,-122.32454,,,Multifamily LR (1-4),5.4,97,,23.7,23.9,1021357,1011474,66.3,67,,0.1,,0,0,1011474,296446,0,,56649,42712,13937,1,4,Multifamily Housing,42712,Parking,13937,,,,No Issue,Compliant,,,Multifamily Housing,
24276,3383900095,2020,Multifamily LR (1-4),1800 EASTLAKE APARTMENTS,1800 EASTLAKE LLC,4,LAKE UNION,30,1999,1800 EASTLAKE AVE E,SEATTLE,WA,98102,47.63516,-122.32502,,,Multifamily LR (1-4),4,93,,27.7,27.9,756329,749892,77.6,78.2,,0.1,,0,0,749891,219781,0,,43969,27072,16897,1,3,Multifamily Housing,27072,Parking,16897,,,,No Issue,Compliant,,,Multifamily Housing,
24281,3388360000,2020,Multifamily MR (5-9),HJARTA CONDOMINIUMS,,6,BALLARD,NOT_FOUND,2007,1530 NW MARKET ST,SEATTLE,WA,98107,47.669,-122.37802,,,Multifamily MR (5-9),91.3,,,32.9,33.6,3257292,3192535,64,64.7,,0.8,,1556077,15561,1636458,479618,0,,128571,117161,11410,1,8,Multifamily Housing,92340,Parking,11410,Financial Office,3953,,No Issue,Compliant,,,Multifamily Housing,
24282,3389900115,2020,Multifamily LR (1-4),HAMM BLDG MIXED USE/OFFICE RETAIL APTS,HAMM BUILDING LLC,1,SOUTHWEST,NOT_FOUND,1925,4302 SW ALASKA ST,SEATTLE,WA,98116,47.56126,-122.38713,,,Multifamily LR (1-4),2.4,,,20.4,20.8,442806,433139,57,58.2,,0.1,,1730,17,431409,126439,0,,21239,21239,0,1,3,Multifamily Housing,21239,,,,,,No Issue,Compliant,,,Multifamily Housing,
24288,3389900410,2020,Multifamily MR (5-9),CARITAS COURT RETAIL & APTS,SISTERS OF PROVIDENCE PARISEAU ASSOC,1,SOUTHWEST,13,1997,4415 SW OREGON ST,SEATTLE,WA,98116,47.5628,-122.38904,,,Multifamily MR (5-9),15.5,,,27.7,28.4,620419,604804,57.1,58.1,,0.7,,256150,2562,348654,102184,0,,26843,21815,5028,1,5,Multifamily Housing,21815,Parking,5028,,,,No Issue,Compliant,,,Multifamily Housing,
24289,3389900435,2020,Multifamily LR (1-4),OLYMPIC VIEW,OLYMPIC VIEW APARTS I LLC,1,SOUTHWEST,30,1969,4517 GLENN WAY SW,SEATTLE,WA,98116,47.56194,-122.38919,,,Multifamily LR (1-4),18.4,88,,32.7,33.5,827078,808167,70.7,72.6,,0.7,,295843,2958,512324,150154,0,,26280,26280,0,1,4,Multifamily Housing,24695,,,,,,No Issue,Compliant,,,Multifamily Housing,
24292,3390400000,2020,Multifamily LR (1-4),HOLDEN MANOR CONDOMINIUM,,1,SOUTHWEST,NOT_FOUND,1980,3501 SW HOLDEN ST,SEATTLE,WA,98126,47.53323,-122.37693,,,Multifamily LR (1-4),3.5,,,23.8,24.4,666883,652769,66.8,68.2,,0.1,,0,0,652769,191316,0,,26970,26970,0,1,4,Multifamily Housing,26970,Parking,2800,Non-Refrigerated Warehouse,400,,No Issue,Compliant,,,Multifamily Housing,
24306,6003001296,2020,Multifamily MR (5-9),PANTAGES APTS,PANTAGES APT LLC,3,EAST,49,2005,803 E DENNY WAY,SEATTLE,WA,98122,47.61856,-122.32194,,,Multifamily MR (5-9),45.1,71,,45.4,46.3,1846430,1810144,94.6,96.3,,1.2,,741291,7413,1068853,313263,0,,46225,38713,7512,1,5,Multifamily Housing,39865,Parking,8992,,,,No Issue,Compliant,,,Multifamily Housing,
24312,6003001440,2020,Multifamily LR (1-4),RANDOLPH APTS,RANDOLPH PARTNERS LLC,3,EAST,42,1928,1833 13TH AVE,SEATTLE,WA,98122,47.6185,-122.31581,,,Multifamily LR (1-4),12.9,99,,29,29.8,767387,746555,68.6,70.8,,0.5,,186375,1864,560180,164179,0,,34040,25729,8311,1,4,Multifamily Housing,25729,Parking,8311,,,,No Issue,Compliant,,,Multifamily Housing,
24332,7666204280,2020,NonResidential,4TH & FOREST,LEAVITT-WOLFF NORTHWEST PROP LLC,1,GREATER DUWAMISH,NOT_FOUND,1970,422 S FOREST ST,SEATTLE,WA,98134,47.57798,-122.32783,,,Non-Refrigerated Warehouse,30.8,72,,33.9,35.8,866148,818596,54.7,56.8,,1.3,,554034,5540,264562,77539,0,,23750,23750,0,1,1,Non-Refrigerated Warehouse,24165,,,,,,No Issue,Compliant,,,Other,
24333,7666204300,2020,NonResidential,PLATT ELECTRIC SUPPLY,,2,GREATER DUWAMISH,NOT_FOUND,1970,2757 6TH AVE S,SEATTLE,WA,98134,47.57832,-122.32649,,,Non-Refrigerated Warehouse,3.1,81,,13.4,13.6,588074,581920,37.6,37.9,,0.1,,0,0,581920,170551,0,,43390,43390,0,1,1,Non-Refrigerated Warehouse,36430,Office,6960,,,,Default Data,Not Compliant,,,Other,
24344,7666204449,2020,NonResidential,2233 6TH AVE S BLDG,WES 2233 LLC,2,GREATER DUWAMISH,NOT_FOUND,1959,2233 6TH AVE S,SEATTLE,WA,98134,47.58238,-122.32719,,,Self-Storage Facility,82.9,,,60.7,63.3,2312026,2214554,98.6,101.4,,2.3,,1487533,14875,727021,213078,0,,35400,35400,0,1,1,Self-Storage Facility,28500,Restaurant,8000,,,,No Issue,Compliant,,,Self-Storage Facility,
24348,7666204465,2020,NonResidential,STONEWAY ELECTRIC SUPPLY,PAUL LAUZIER SCHOLARSHIP FOUNDATION+PAUL LAUZIER CHARITABLE FOUNDATION,2,GREATER DUWAMISH,NOT_FOUND,1966,1924 4TH AVE S,SEATTLE,WA,98134,47.58517,-122.32853,,,Distribution Center,10.3,44,,25.7,26.1,739510,728250,63.8,64.2,,0.4,,134562,1346,593688,174000,0,,28144,28144,0,1,1,Distribution Center,22201,Office,6087,,,,No Issue,Compliant,,,Other,
24351,7666204480,2020,NonResidential,1964 4TH AVE S,HUTCHINSON CAROL S,1,GREATER DUWAMISH,NOT_FOUND,1916,1964 4TH AVE S,SEATTLE,WA,98134,47.5842,-122.32826,,,Non-Refrigerated Warehouse,25.4,78,,17.8,18.3,1305379,1271851,40.4,40.9,,0.4,,390054,3901,881797,258440,0,,71283,71283,0,2,3,Non-Refrigerated Warehouse,57910,Office,13373,,,,No Issue,Compliant,,,Other,
24354,7666204565,2020,NonResidential,1760 4TH AVE S,OB SODO PROPERTIES V LLC,1,GREATER DUWAMISH,NOT_FOUND,1989,1760 4TH AVE S,SEATTLE,WA,98134,47.58661,-122.3281,,,Supermarket/Grocery Store,13.4,65,,105.8,105.3,2504231,2518086,296.3,294.7,,0.6,,0,0,2518086,738009,0,,23792,23792,0,1,1,Supermarket/Grocery Store,23792,,,,,,No Issue,Compliant,,,Supermarket/Grocery Store,
24356,7666204625,2020,NonResidential,WA STATE DEPT OF CORRECTIONS,SPIRE 1550 4TH AVE LP,1,GREATER DUWAMISH,NOT_FOUND,1979,1550 4TH AVE S,SEATTLE,WA,98134,47.58895,-122.32833,,,Office,5.6,,,,,,,,,,0.1,,0,0,1051172,308081,0,,47368,47368,0,1,2,Office,41968,Distribution Center,5400,Parking,0,,Missing 2020 EUI or Electricity Data,Not Compliant,,,Office,
24358,7666204640,2020,NonResidential,PCF1XX/RE-PC/BRINKS,MASSACHUSETTS L L C,2,GREATER DUWAMISH,NOT_FOUND,1931,1563 6TH AVE S,SEATTLE,WA,98134,47.58874,-122.32662,,,Mixed Use Property,21.1,,,30.7,30.9,1426108,1417839,75.2,75.1,,0.5,,284713,2847,1133126,332100,0,,46183,46183,0,1,1,Non-Refrigerated Warehouse,18871,Food Service,14000,Retail Store,13312,,No Issue,Compliant,,,Mixed Use Property,
24363,7942601445,2020,Multifamily LR (1-4),JEFFERSON COURT APARTMENTS,TESHOME FAMILY LLC,3,CENTRAL,20,1962,1717 E JEFFERSON ST,SEATTLE,WA,98122,47.60585,-122.30927,,,Multifamily LR (1-4),54.1,55,,60,63.9,1337329,1255470,85,89.6,,2.6,,991868,9919,263602,77257,0,,20931,20931,0,1,2,Multifamily Housing,20931,,,,,,No Issue,Compliant,,,Multifamily Housing,
24375,7950302375,2020,SPS-District K-12,HAWTHORNE ELEMENTARY SCHOOL (SPS-DISTRICT),,1,SOUTHEAST,NOT_FOUND,1989,4100 39TH AVE S,SEATTLE,WA,98118,47.56591,-122.28339,,,K-12 School,13.1,95,,20.6,20.6,1061600,1061600,52.3,52.3,,0.3,,156593,1566,905007,265242,0,,51672,51672,0,1,3,K-12 School,51548,,,,,,No Issue,Compliant,,,K-12 School,
24376,7950303700,2020,Nonresidential COS,SE Seattle Community Health Center,CITY OF SEATTLE,2,SOUTHEAST,NOT_FOUND,1990,4400 37TH AVE S,SEATTLE,WA,98118,47.56364,-122.28572,,,Medical Office,10.1,52,,69,69.5,1910017,1896115,193.1,194.5,,0.4,,0,0,1896115,555720,0,,38352,27270,11082,1,2,Medical Office,19987,Office,7505,,,,No Issue,Compliant,,,Other,
24377,7950303715,2020,Multifamily LR (1-4),4420 OREGON PLACE,OREGON PLACE APTS LLC,2,SOUTHEAST,18,1966,4420 36TH AVE S,SEATTLE,WA,98118,47.56363,-122.28648,,,Multifamily LR (1-4),3.4,,,29.7,30.1,641185,631736,83,84.3,,0.2,,0,0,631736,185151,0,,21300,21300,0,1,2,Multifamily Housing,21300,,,,,,No Issue,Compliant,,,Multifamily Housing,
24381,7950304230,2020,Nonresidential COS,RAINIER COMMUNITY CENTER,,1,SOUTHEAST,NOT_FOUND,1995,4630 38TH AVE S,SEATTLE,WA,98118,47.56154,-122.28435,,,Other - Recreation,76.1,,,75.9,80.4,2280922,2153416,129.1,134.9,,2.7,,1352289,13523,801127,234797,0,,28425,28425,0,1,1,Other - Recreation,28384,,,,,,No Issue,Compliant,,,Recreation,
24391,3442000069,2020,Multifamily LR (1-4),JEFFERSON COURT,QWEST CORPORATION,6,NORTHWEST,62,1987,10301 GREENWOOD AVE N,SEATTLE,WA,98133,47.70384,-122.35581,,,Multifamily LR (1-4),7.4,96,,30.3,30.4,1397276,1389772,84.7,85.2,,0.2,,0,0,1389772,407319,0,,70094,45929,24165,1,4,Multifamily Housing,45929,Parking,24165,,,,No Issue,Compliant,,,Multifamily Housing,
24393,3448000030,2020,Multifamily LR (1-4),THE WILLOWS COURT APTS,WILLOWS COURT LLC,5,NORTH,104,1987,12316 28TH AVE NE,SEATTLE,WA,98125,47.71812,-122.2974,,,Multifamily LR (1-4),14,89,,28.1,28.8,2692814,2629364,78.8,80.7,,0.1,,0,0,2629363,770622,0,,134490,93472,41018,1,4,Multifamily Housing,93472,Parking,41018,,,,No Issue,Compliant,,,Multifamily Housing,
24397,3448000500,2020,Multifamily LR (1-4),BALDWIN APTS,12040 28TH AVENUE LLC,5,NORTH,28,1976,12040 28TH AVE NE,SEATTLE,WA,98125,47.71728,-122.29775,,,Multifamily LR (1-4),4,76,,27.6,28.2,766020,750696,77.4,78.9,,0.1,,0,0,750696,220016,0,,36172,36172,0,1,3,Multifamily Housing,27172,Parking,0,,,,No Issue,Compliant,,,Multifamily Housing,
24406,3448001720,2020,NonResidential,SEATTLE MINI COOPER CAR DEALERSHIP,SCHARMACH SEATTLE LLC,5,NORTH,NOT_FOUND,2009,11550 LAKE CITY WAY NE,SEATTLE,WA,98125,47.7139,-122.29794,,,Automobile Dealership,32.1,,,47.9,49.5,1739004,1682971,110.1,112.3,,0.9,,484275,4843,1198696,351318,0,,35115,35115,0,1,3,Automobile Dealership,35115,,,,,,No Issue,Compliant,,,Retail Store,
24412,3126049122,2020,Multifamily LR (1-4),MICHELE APTS,MAUI GROUP LLC,5,NORTHWEST,50,1985,940 N 98TH ST,SEATTLE,WA,98103,47.70089,-122.34555,,,Multifamily LR (1-4),6.3,65,,36.4,37,1199428,1180411,101.9,103.6,,0.2,,0,0,1180411,345959,0,,38100,38100,0,1,4,Multifamily Housing,32432,Parking,1000,,,,No Issue,Compliant,,,Multifamily Housing,
24415,3126049156,2020,NonResidential,Aurora Improvements (COMBINED),,5,NORTHWEST,NOT_FOUND,1972,9401 AURORA AVE N,SEATTLE,WA,98103,47.69734,-122.34639,,,Non-Refrigerated Warehouse,3.5,,,5.7,5.7,666268,666268,15.9,15.9,,0.1,,0,0,666268,195272,0,,66704,66704,0,1,1,Non-Refrigerated Warehouse,117337,Parking,0,,,,No Issue,Compliant,,,Other,
24418,3126049316,2020,Nonresidential COS,SCL Technical Metering Operations,SEATTLE CITY OF: C/O SEATTLE CITY LIGHT,5,NORTHWEST,NOT_FOUND,1969,1133 N 100TH ST,SEATTLE,WA,98133,47.70117,-122.34284,,,Office,14.7,64,,40,40.4,1104002,1093542,100.2,100.6,,0.6,,185403,1854,908139,266160,0,,25658,25658,0,1,1,Office,27320,,,,,,No Issue,Compliant,,,Office,
24426,6003002010,2020,Multifamily LR (1-4),HALMAR APTS,HALMAR ASSOCIATES LLC,3,EAST,33,1908,103 13TH AVE E,SEATTLE,WA,98102,47.61894,-122.3162,,,Multifamily LR (1-4),75.1,57,,70.2,74.1,1740704,1649732,93.2,97.3,,3.2,,1388277,13883,261455,76628,0,,23490,23490,0,1,3,Multifamily Housing,23490,,,,,,No Issue,Compliant,,,Multifamily Housing,
24429,6003002075,2020,Multifamily MR (5-9),HEIGHTS ON CAPITOL HILL,EQR-HEIGHTS ON CAPITOL HILL LLC,3,EAST,103,2006,133 BROADWAY E,SEATTLE,WA,98102,47.61972,-122.3213,,,Multifamily MR (5-9),20.5,83,,42.4,43,2866303,2826818,115.7,117.1,,0.2,,114490,1145,2712328,794938,0,,131050,87735,43315,1,5,Multifamily Housing,66679,Parking,32901,,,,No Issue,Compliant,,,Multifamily Housing,
24430,6003002090,2020,Multifamily MR (5-9),Hollywood Lofts,SEATTLE CITY OF,1,EAST,24,2015,127 BROADWAY E,SEATTLE,WA,98102,47.61958,-122.32116,,,Multifamily MR (5-9),4.2,95,,20.1,20.4,792330,781836,56.3,57.1,,0.1,,0,0,781836,229143,0,,49062,44747,4315,1,5,Multifamily Housing,35273,Parking,4315,Other,3609,,No Issue,Compliant,,,Multifamily Housing,
24431,6003002115,2020,Multifamily LR (1-4),LASALLE APTS,LASALLE CORPORATION,3,EAST,51,1928,105 HARVARD AVE E,SEATTLE,WA,98102,47.61911,-122.32244,,,Multifamily LR (1-4),70,94,,41.1,43.5,1775145,1675207,60.1,62.7,,1.7,,1278633,12786,396574,116229,0,,40800,40800,0,1,4,Multifamily Housing,40800,,,,,,No Issue,Compliant,,,Multifamily Housing,
24432,6003002120,2020,Multifamily MR (5-9),RAMAYANA APTS,RAMAYANA LLC,3,EAST,32,1965,119 HARVARD AVE E,SEATTLE,WA,98102,47.61932,-122.32257,,,Multifamily MR (5-9),5.2,79,,24.7,25.4,996679,969526,69.2,71.1,,0.1,,0,0,969526,284152,0,,39226,36814,2412,1,5,Multifamily Housing,39226,,,,,,No Issue,Compliant,,,Multifamily Housing,
24435,6003500025,2020,NonResidential,10TH AVE BLDG,ANNE CRIPPEN MICHELSON LLC,3,EAST,NOT_FOUND,1907,1423 10TH AVE E,SEATTLE,WA,98102,47.61345,-122.3198,,,Office,8,95,,16.7,16.9,608654,602956,42,42.1,,0.2,,101229,1012,501726,147048,0,,36000,36000,0,1,2,Office,27600,Other,8400,,,,No Issue,Compliant,,,Office,
24441,6003500115,2020,Multifamily LR (1-4),WINSTON APARTMENTS (APTS&SUNDANCE TAVERN),CRE WINSTON LLC,3,EAST,22,1905,1023 E PIKE ST,SEATTLE,WA,98122,47.61391,-122.31852,,,Multifamily LR (1-4),47.5,60,,47.9,50.1,1176269,1124927,69.5,71.8,,2,,867943,8679,256984,75318,0,,23469,23469,0,1,3,Multifamily Housing,23469,,,,,,No Issue,Compliant,,,Multifamily Housing,
24444,6003500155,2020,Multifamily LR (1-4),UNION ART COOPERATIVE,CHRISTIAN SUSAN,3,EAST,12,1916,1100 E UNION ST,SEATTLE,WA,98122,47.6131,-122.3177,,,Multifamily LR (1-4),44.6,,,37.1,39.1,1156596,1098273,55.9,57.9,,2.1,,811642,8116,286631,84007,0,,21000,21000,0,1,3,Multifamily Housing,29618,,,,,,No Issue,Compliant,,,Multifamily Housing,
